"tax_id","org_name","growth_tmp","ref_type","reference"
29345,"clostridium_hydroxybenzoicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
89153,"clostridium_hylemonae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
69825,"clostridium_indolis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1522,"clostridium_innocuum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36845,"clostridium_intestinale",34,"doi","doi.org/10.1186/s12866-018-1320-7"
182773,"clostridium_isatidis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
259063,"clostridium_jejuense",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1499,"clostridium_josui",45,"doi","doi.org/10.1186/s12866-018-1320-7"
1534,"clostridium_kluyveri",37,"doi","doi.org/10.1186/s12866-018-1320-7"
160404,"clostridium_lactatifermentans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
205328,"clostridium_lacusfryxellense",10,"doi","doi.org/10.1186/s12866-018-1320-7"
460384,"clostridium_lavalense",36,"doi","doi.org/10.1186/s12866-018-1320-7"
29360,"clostridium_lentocellum",25,"doi","doi.org/10.1186/s12866-018-1320-7"
1535,"clostridium_leptum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1289519,"clostridium_liquoris",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1557,"clostridium_litorale",29,"doi","doi.org/10.1186/s12866-018-1320-7"
1537,"clostridium_lituseburense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1538,"clostridium_ljungdahlii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1523,"clostridium_longisporum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
974,"clostridium_lortetii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
319475,"clostridium_lundense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
33954,"clostridium_magnum",32,"doi","doi.org/10.1186/s12866-018-1320-7"
1539,"clostridium_malenominatum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1541,"clostridium_mayombei",37,"doi","doi.org/10.1186/s12866-018-1320-7"
81424,"clostridium_methoxybenzovorans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
84026,"clostridium_methylpentosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
137838,"clostridium_neonatale",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36847,"clostridium_neopropionicum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
29361,"clostridium_nexile",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1565,"clostridium_nigrificans",42,"doi","doi.org/10.1186/s12866-018-1320-7"
382954,"clostridium_nitrophenolicum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1542,"clostridium_novyi",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1543,"clostridium_oceanicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
292800,"clostridium_orbiscindens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1544,"clostridium_oroticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1450648,"clostridium_oryzae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36848,"clostridium_oxalicum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1507,"clostridium_p",37,"doi","doi.org/10.1186/s12866-018-1320-7"
29362,"clostridium_papyrosolvens",27,"doi","doi.org/10.1186/s12866-018-1320-7"
29346,"clostridium_paradoxum",55,"doi","doi.org/10.1186/s12866-018-1320-7"
29363,"clostridium_paraputrificum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
46609,"clostridium_pascui",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1501,"clostridium_pasteurianum",36,"doi","doi.org/10.1186/s12866-018-1320-7"
100174,"clostridium_peptidivorans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1502,"clostridium_perfringens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36849,"clostridium_pfennigii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
66219,"clostridium_phytofermentans",30,"doi","doi.org/10.1186/s12866-018-1320-7"
69208,"clostridium_polyendosporum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
29364,"clostridium_polysaccharolyticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
37658,"clostridium_populeti",36,"doi","doi.org/10.1186/s12866-018-1320-7"
28446,"clostridium_propionicum",34,"doi","doi.org/10.1186/s12866-018-1320-7"
1492,"clostridium_pseudotetanicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
132926,"clostridium_psychrophilum",4,"doi","doi.org/10.1186/s12866-018-1320-7"
29367,"clostridium_puniceum",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1503,"clostridium_purinilyticum",36,"doi","doi.org/10.1186/s12866-018-1320-7"
99675,"clostridium_putrefaciens",25,"doi","doi.org/10.1186/s12866-018-1320-7"
146817,"clostridium_quercicolum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36850,"clostridium_quinii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
217158,"clostridium_ragsdalei",35,"doi","doi.org/10.1186/s12866-018-1320-7"
1547,"clostridium_ramosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36851,"clostridium_rectum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
84029,"clostridium_roseum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
169679,"clostridium_saccharobutylicum",33,"doi","doi.org/10.1186/s12866-018-1320-7"
341225,"clostridium_saccharogumia",37,"doi","doi.org/10.1186/s12866-018-1320-7"
84030,"clostridium_saccharolyticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
36745,"clostridium_saccharoperbutylacetonicum",31,"doi","doi.org/10.1186/s12866-018-1320-7"
84031,"clostridium_sartagoforme",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1548,"clostridium_scatologenes",37,"doi","doi.org/10.1186/s12866-018-1320-7"
351628,"clostridium_schirmacherense",20,"doi","doi.org/10.1186/s12866-018-1320-7"
29347,"clostridium_scindens",36,"doi","doi.org/10.1186/s12866-018-1320-7"
1465809,"clostridium_senegalense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1504,"clostridium_septicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1505,"clostridium_sordellii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1506,"clostridium_sp",35,"doi","doi.org/10.1186/s12866-018-1320-7"
29370,"clostridium_sphenoides",37,"doi","doi.org/10.1186/s12866-018-1320-7"
29348,"clostridium_spiroforme",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1509,"clostridium_sporogenes",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1549,"clostridium_sporosphaeroides",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1510,"clostridium_stercorarium",60,"doi","doi.org/10.1186/s12866-018-1320-7"
1511,"clostridium_sticklandii",36,"doi","doi.org/10.1186/s12866-018-1320-7"
253314,"clostridium_straminisolvens",50,"doi","doi.org/10.1186/s12866-018-1320-7"
1550,"clostridium_subterminale",37,"doi","doi.org/10.1186/s12866-018-1320-7"
396504,"clostridium_sufflavum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
318464,"clostridium_sulfidigenes",36,"doi","doi.org/10.1186/s12866-018-1320-7"
1367462,"clostridium_swellfunianum",35,"doi","doi.org/10.1186/s12866-018-1320-7"
360422,"clostridium_tagluense",15,"doi","doi.org/10.1186/s12866-018-1320-7"
1517,"clostridium_tartarivorum",50,"doi","doi.org/10.1186/s12866-018-1320-7"
420412,"clostridium_tepidiprofundi",50,"doi","doi.org/10.1186/s12866-018-1320-7"
29371,"clostridium_termitidis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1559,"clostridium_tertium",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1513,"clostridium_tetani",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1553,"clostridium_tetanomorphum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1525,"clostridium_thermoaceticum",59,"doi","doi.org/10.1186/s12866-018-1320-7"
29349,"clostridium_thermoalcaliphilum",50,"doi","doi.org/10.1186/s12866-018-1320-7"
36852,"clostridium_thermoamylolyticum",55,"doi","doi.org/10.1186/s12866-018-1320-7"
1560,"clostridium_thermoautotrophicum",60,"doi","doi.org/10.1186/s12866-018-1320-7"
29372,"clostridium_thermobutyricum",57,"doi","doi.org/10.1186/s12866-018-1320-7"
29350,"clostridium_thermocopriae",60,"doi","doi.org/10.1186/s12866-018-1320-7"
1516,"clostridium_thermohydrosulfuricum",61,"doi","doi.org/10.1186/s12866-018-1320-7"
29351,"clostridium_thermolacticum",60,"doi","doi.org/10.1186/s12866-018-1320-7"
29373,"clostridium_thermopalmarium",55,"doi","doi.org/10.1186/s12866-018-1320-7"
1517,"clostridium_thermosaccharolyticum",56,"doi","doi.org/10.1186/s12866-018-1320-7"
84032,"clostridium_thermosuccinogenes",60,"doi","doi.org/10.1186/s12866-018-1320-7"
49283,"clostridium_thiaminolyticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
150336,"clostridium_thiosulfatireducens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
219748,"clostridium_tunisiense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1519,"clostridium_tyrobutyricum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
119641,"clostridium_uliginosum",20,"doi","doi.org/10.1186/s12866-018-1320-7"
45497,"clostridium_ultunense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
84033,"clostridium_uzonii",60,"doi","doi.org/10.1186/s12866-018-1320-7"
1267,"clostridium_ventriculi",37,"doi","doi.org/10.1186/s12866-018-1320-7"
29374,"clostridium_villosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
52704,"clostridium_vincentii",12,"doi","doi.org/10.1186/s12866-018-1320-7"
47246,"clostridium_viride",37,"doi","doi.org/10.1186/s12866-018-1320-7"
29375,"clostridium_xylanolyticum",36,"doi","doi.org/10.1186/s12866-018-1320-7"
1302690,"cnuella_takakiae",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1619308,"cnuibacter_physcomitrellae",28,"doi","doi.org/10.1186/s12866-018-1320-7"
28258,"cobetia_marina",27,"doi","doi.org/10.1186/s12866-018-1320-7"
634765,"cocleimonas_flava",28,"doi","doi.org/10.1186/s12866-018-1320-7"
78329,"coenonia_anatina",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1812101,"coetzeea_brasiliensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
372072,"cohaesibacter_gelatinilyticus",28,"doi","doi.org/10.1186/s12866-018-1320-7"
889520,"cohnella_arctica",25,"doi","doi.org/10.1186/s12866-018-1320-7"
768479,"cohnella_boryungensis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
986710,"cohnella_cellulosilytica",28,"doi","doi.org/10.1186/s12866-018-1320-7"
477675,"cohnella_fontinalis",40,"doi","doi.org/10.1186/s12866-018-1320-7"
425004,"cohnella_ginsengisoli",30,"doi","doi.org/10.1186/s12866-018-1320-7"
178337,"cohnella_hongkongensis",32,"doi","doi.org/10.1186/s12866-018-1320-7"
380174,"cohnella_laeviribosi",40,"doi","doi.org/10.1186/s12866-018-1320-7"
652876,"cohnella_luojiensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1387779,"cohnella_nanjingensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
400776,"cohnella_panacarvi",30,"doi","doi.org/10.1186/s12866-018-1320-7"
456490,"cohnella_phaseoli",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1133857,"cohnella_plantaginis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1457232,"cohnella_rhizosphaerae",30,"doi","doi.org/10.1186/s12866-018-1320-7"
425005,"cohnella_soli",30,"doi","doi.org/10.1186/s12866-018-1320-7"
696072,"cohnella_suwonensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
557557,"cohnella_thailandensis",35,"doi","doi.org/10.1186/s12866-018-1320-7"
329858,"cohnella_thermotolerans",32,"doi","doi.org/10.1186/s12866-018-1320-7"
557555,"cohnella_xylanilytica",37,"doi","doi.org/10.1186/s12866-018-1320-7"
425006,"cohnella_yongneupensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
279058,"collimonas_arenae",28,"doi","doi.org/10.1186/s12866-018-1320-7"
158899,"collimonas_fungivorans",27,"doi","doi.org/10.1186/s12866-018-1320-7"
279113,"collimonas_pratensis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1963772,"collimonas_sp",28,"doi","doi.org/10.1186/s12866-018-1320-7"
74426,"collinsella_aerofaciens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
147207,"collinsella_intestinalis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1232426,"collinsella_massiliensis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
147206,"collinsella_stercoris",37,"doi","doi.org/10.1186/s12866-018-1320-7"
626935,"collinsella_tanakaei",37,"doi","doi.org/10.1186/s12866-018-1320-7"
329993,"colwellia_aestuarii",25,"doi","doi.org/10.1186/s12866-018-1320-7"
1520782,"colwellia_arctica",20,"doi","doi.org/10.1186/s12866-018-1320-7"
641665,"colwellia_chukchiensis",25,"doi","doi.org/10.1186/s12866-018-1320-7"
89402,"colwellia_hornerae",10,"doi","doi.org/10.1186/s12866-018-1320-7"
77524,"colwellia_maris",13,"doi","doi.org/10.1186/s12866-018-1320-7"
211668,"colwellia_piezophila",10,"doi","doi.org/10.1186/s12866-018-1320-7"
28229,"colwellia_psychrerythraea",9,"doi","doi.org/10.1186/s12866-018-1320-7"
28229,"colwellia_psychroerythrus",10,"doi","doi.org/10.1186/s12866-018-1320-7"
56799,"colwellia_sp",15,"doi","doi.org/10.1186/s12866-018-1320-7"
80866,"comamonas_acidovorans",31,"doi","doi.org/10.1186/s12866-018-1320-7"
225991,"comamonas_aquatica",29,"doi","doi.org/10.1186/s12866-018-1320-7"
265291,"comamonas_badia",29,"doi","doi.org/10.1186/s12866-018-1320-7"
408558,"comamonas_composti",28,"doi","doi.org/10.1186/s12866-018-1320-7"
117506,"comamonas_denitrificans",30,"doi","doi.org/10.1186/s12866-018-1320-7"
290309,"comamonas_granuli",28,"doi","doi.org/10.1186/s12866-018-1320-7"
510515,"comamonas_guangdongensis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1457523,"comamonas_humi",25,"doi","doi.org/10.1186/s12866-018-1320-7"
1194168,"comamonas_jiangduensis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
225992,"comamonas_kerstersii",33,"doi","doi.org/10.1186/s12866-018-1320-7"
160825,"comamonas_koreensis",30,"doi","doi.org/10.1186/s12866-018-1320-7"
108437,"comamonas_nitrativorans",30,"doi","doi.org/10.1186/s12866-018-1320-7"
379895,"comamonas_odontotermitis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1211803,"comamonas_phosphati",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1082851,"comamonas_serinivorans",28,"doi","doi.org/10.1186/s12866-018-1320-7"
34028,"comamonas_sp",29,"doi","doi.org/10.1186/s12866-018-1320-7"
673548,"comamonas_terrae",28,"doi","doi.org/10.1186/s12866-018-1320-7"
32013,"comamonas_terrigena",32,"doi","doi.org/10.1186/s12866-018-1320-7"
285,"comamonas_testosteroni",29,"doi","doi.org/10.1186/s12866-018-1320-7"
363952,"comamonas_thiooxidans",30,"doi","doi.org/10.1186/s12866-018-1320-7"
663949,"comamonas_zonglianii",29,"doi","doi.org/10.1186/s12866-018-1320-7"
1048394,"compostimonas_suwonensis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
211502,"conchiformibius_kuhniae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
153493,"conchiformibius_steedae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
912552,"conexibacter_arvalis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
191495,"conexibacter_woesei",29,"doi","doi.org/10.1186/s12866-018-1320-7"
393662,"congregibacter_litoralis",28,"doi","doi.org/10.1186/s12866-018-1320-7"
100884,"coprobacillus_cateniformis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1099853,"coprobacter_fastidiosus",37,"doi","doi.org/10.1186/s12866-018-1320-7"
116085,"coprococcus_catus",37,"doi","doi.org/10.1186/s12866-018-1320-7"
410072,"coprococcus_comes",37,"doi","doi.org/10.1186/s12866-018-1320-7"
33043,"coprococcus_eutactus",37,"doi","doi.org/10.1186/s12866-018-1320-7"
108819,"coprothermobacter_platensis",55,"doi","doi.org/10.1186/s12866-018-1320-7"
35786,"coprothermobacter_proteolyticus",60,"doi","doi.org/10.1186/s12866-018-1320-7"
395922,"coraliomargarita_akajimensis",25,"doi","doi.org/10.1186/s12866-018-1320-7"
83462,"corallococcus_exiguus",28,"doi","doi.org/10.1186/s12866-018-1320-7"
33871,"coriobacterium_glomerans",30,"doi","doi.org/10.1186/s12866-018-1320-7"
38284,"corynebacterium_accolens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
38285,"corynebacterium_acetoacidophilum",32,"doi","doi.org/10.1186/s12866-018-1320-7"
1747,"corynebacterium_acnes",37,"doi","doi.org/10.1186/s12866-018-1320-7"
38286,"corynebacterium_afermentans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
909925,"corynebacterium_alkanolyticum",26,"doi","doi.org/10.1186/s12866-018-1320-7"
43765,"corynebacterium_amycolatum",36,"doi","doi.org/10.1186/s12866-018-1320-7"
163202,"corynebacterium_appendicis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
144185,"corynebacterium_aquaticum",33,"doi","doi.org/10.1186/s12866-018-1320-7"
1190508,"corynebacterium_aquatimens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
203263,"corynebacterium_aquilae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
42817,"corynebacterium_argentoratense",29,"doi","doi.org/10.1186/s12866-018-1320-7"
191610,"corynebacterium_atypicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
169292,"corynebacterium_aurimucosum",36,"doi","doi.org/10.1186/s12866-018-1320-7"
44750,"corynebacterium_auris",37,"doi","doi.org/10.1186/s12866-018-1320-7"
99807,"corynebacterium_auriscanis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
33917,"corynebacterium_barkeri",34,"doi","doi.org/10.1186/s12866-018-1320-7"
2035,"corynebacterium_betae",29,"doi","doi.org/10.1186/s12866-018-1320-7"
36808,"corynebacterium_bovis",36,"doi","doi.org/10.1186/s12866-018-1320-7"
1721,"corynebacterium_callunae",30,"doi","doi.org/10.1186/s12866-018-1320-7"
161896,"corynebacterium_camporealensis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
679663,"corynebacterium_canis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
131081,"corynebacterium_capitovis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
160386,"corynebacterium_casei",30,"doi","doi.org/10.1186/s12866-018-1320-7"
234828,"corynebacterium_caspium",37,"doi","doi.org/10.1186/s12866-018-1320-7"
158824,"corynebacterium_cervicis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
227319,"corynebacterium_ciconiae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
71254,"corynebacterium_confusum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
53374,"corynebacterium_coyleae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
37931,"corynebacterium_creatinovorans",26,"doi","doi.org/10.1186/s12866-018-1320-7"
322009,"corynebacterium_cyclohexanicum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
35757,"corynebacterium_cystitidis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1408191,"corynebacterium_deserti",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1717,"corynebacterium_diphtheriae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1121358,"corynebacterium_doosanense",28,"doi","doi.org/10.1186/s12866-018-1320-7"
61592,"corynebacterium_durum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
152794,"corynebacterium_efficiens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1050174,"corynebacterium_epidermidicanis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1758466,"corynebacterium_faecale",28,"doi","doi.org/10.1186/s12866-018-1320-7"
108486,"corynebacterium_falsenii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1828,"corynebacterium_fascians",29,"doi","doi.org/10.1186/s12866-018-1320-7"
38287,"corynebacterium_fastidiosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
131318,"corynebacterium_felinum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
2035,"corynebacterium_flaccumfaciens",28,"doi","doi.org/10.1186/s12866-018-1320-7"
28028,"corynebacterium_flavescens",31,"doi","doi.org/10.1186/s12866-018-1320-7"
1230998,"corynebacterium_frankenforstense",29,"doi","doi.org/10.1186/s12866-018-1320-7"
556548,"corynebacterium_freiburgense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
134034,"corynebacterium_freneyi",36,"doi","doi.org/10.1186/s12866-018-1320-7"
38288,"corynebacterium_genitalium",37,"doi","doi.org/10.1186/s12866-018-1320-7"
187491,"corynebacterium_glaucum",33,"doi","doi.org/10.1186/s12866-018-1320-7"
39791,"corynebacterium_glucuronolyticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1718,"corynebacterium_glutamicum",31,"doi","doi.org/10.1186/s12866-018-1320-7"
1404244,"corynebacterium_glyciniphilum",38,"doi","doi.org/10.1186/s12866-018-1320-7"
1404244,"corynebacterium_glycinophilum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
28264,"corynebacterium_haemolyticum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
225326,"corynebacterium_halotolerans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
394964,"corynebacterium_hansenii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1704,"corynebacterium_helvolum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
43767,"corynebacterium_hoagii",29,"doi","doi.org/10.1186/s12866-018-1320-7"
1223514,"corynebacterium_humireducens",28,"doi","doi.org/10.1186/s12866-018-1320-7"
1469605,"corynebacterium_ilicis",26,"doi","doi.org/10.1186/s12866-018-1320-7"
156978,"corynebacterium_imitans",36,"doi","doi.org/10.1186/s12866-018-1320-7"
33014,"corynebacterium_insidiosum",29,"doi","doi.org/10.1186/s12866-018-1320-7"
1414719,"corynebacterium_jeddahense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
38289,"corynebacterium_jeikeium",37,"doi","doi.org/10.1186/s12866-018-1320-7"
161879,"corynebacterium_kroppenstedtii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
35755,"corynebacterium_kutscheri",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1231000,"corynebacterium_lactis",29,"doi","doi.org/10.1186/s12866-018-1320-7"
36807,"corynebacterium_laevaniformans",34,"doi","doi.org/10.1186/s12866-018-1320-7"
161889,"corynebacterium_lipophiloflavum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
37929,"corynebacterium_liquefaciens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
541095,"corynebacterium_lubricantis",29,"doi","doi.org/10.1186/s12866-018-1320-7"
38290,"corynebacterium_macginleyi",37,"doi","doi.org/10.1186/s12866-018-1320-7"
349751,"corynebacterium_marinum",29,"doi","doi.org/10.1186/s12866-018-1320-7"
575200,"corynebacterium_maris",25,"doi","doi.org/10.1186/s12866-018-1320-7"
441501,"corynebacterium_massiliense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
161890,"corynebacterium_mastitidis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
43768,"corynebacterium_matruchotii",35,"doi","doi.org/10.1186/s12866-018-1320-7"
41643,"corynebacterium_melassecola",30,"doi","doi.org/10.1186/s12866-018-1320-7"
38301,"corynebacterium_minutissimum",35,"doi","doi.org/10.1186/s12866-018-1320-7"
1727,"corynebacterium_mooreparkense",28,"doi","doi.org/10.1186/s12866-018-1320-7"
57171,"corynebacterium_mucifaciens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
571915,"corynebacterium_mustelae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
38302,"corynebacterium_mycetoides",34,"doi","doi.org/10.1186/s12866-018-1320-7"
31963,"corynebacterium_nebraskense",27,"doi","doi.org/10.1186/s12866-018-1320-7"
1722,"corynebacterium_nephridii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
169292,"corynebacterium_nigricans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1719,"corynebacterium_ovis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
2061,"corynebacterium_paurometabolum",30,"doi","doi.org/10.1186/s12866-018-1320-7"
1471400,"corynebacterium_pelargi",34,"doi","doi.org/10.1186/s12866-018-1320-7"
161895,"corynebacterium_phocae",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1288393,"corynebacterium_pilbarense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
35756,"corynebacterium_pilosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1610489,"corynebacterium_pollutisoli",28,"doi","doi.org/10.1186/s12866-018-1320-7"
43769,"corynebacterium_propinquum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
37637,"corynebacterium_pseudodiphthericum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
37637,"corynebacterium_pseudodiphtheriticum",35,"doi","doi.org/10.1186/s12866-018-1320-7"
38303,"corynebacterium_pseudogenitalium",37,"doi","doi.org/10.1186/s12866-018-1320-7"
598660,"corynebacterium_pyruviciproducens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1724,"corynebacterium_renale",36,"doi","doi.org/10.1186/s12866-018-1320-7"
258224,"corynebacterium_resistens",37,"doi","doi.org/10.1186/s12866-018-1320-7"
156976,"corynebacterium_riegelii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
53972,"corynebacterium_rubrum",31,"doi","doi.org/10.1186/s12866-018-1320-7"
43990,"corynebacterium_segmentosum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
31964,"corynebacterium_sepedonicum",28,"doi","doi.org/10.1186/s12866-018-1320-7"
2045,"corynebacterium_simplex",26,"doi","doi.org/10.1186/s12866-018-1320-7"
146827,"corynebacterium_simulans",37,"doi","doi.org/10.1186/s12866-018-1320-7"
161899,"corynebacterium_singulare",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1720,"corynebacterium_sp",33,"doi","doi.org/10.1186/s12866-018-1320-7"
191493,"corynebacterium_sphenisci",37,"doi","doi.org/10.1186/s12866-018-1320-7"
185761,"corynebacterium_spheniscorum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
489915,"corynebacterium_sputi",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1705,"corynebacterium_stationis",31,"doi","doi.org/10.1186/s12866-018-1320-7"
43770,"corynebacterium_striatum",34,"doi","doi.org/10.1186/s12866-018-1320-7"
203264,"corynebacterium_suicordis",37,"doi","doi.org/10.1186/s12866-018-1320-7"
161902,"corynebacterium_sundsvallense",36,"doi","doi.org/10.1186/s12866-018-1320-7"
89154,"corynebacterium_terpenotabidum",35,"doi","doi.org/10.1186/s12866-018-1320-7"
136857,"corynebacterium_testudinoris",37,"doi","doi.org/10.1186/s12866-018-1320-7"
62629,"corynebacterium_thomssenii",37,"doi","doi.org/10.1186/s12866-018-1320-7"
441500,"corynebacterium_timonense",37,"doi","doi.org/10.1186/s12866-018-1320-7"
1471401,"corynebacterium_trachiae",34,"doi","doi.org/10.1186/s12866-018-1320-7"
33888,"corynebacterium_tritici",28,"doi","doi.org/10.1186/s12866-018-1320-7"
38304,"corynebacterium_tuberculostearicum",37,"doi","doi.org/10.1186/s12866-018-1320-7"
