"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"Desulfomonile tiedjei",2358,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola agarilytica",395568,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus vortex",71995,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Akkermansia muciniphila",239935,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kocuria palustris",71999,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Promicromonospora sukumoe",88382,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Hydrogenobaculum sp. HO",547144,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kocuria rhizophila",72000,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Hydrogenobaculum sp. SN",547146,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xylella fastidiosa",2371,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces suimastitidis",121163,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter youngae",133448,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Caldilinea aerophila",133453,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thauera terpenica",76113,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus sp. 7_1_47FAA",665945,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnospiraceae bacterium 8_1_57FAA",665951,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Tannerella sp. 6_1_58FAA_CT1",665949,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 2_1_56FAA",665938,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Campylobacter sp. 10_1_50",665939,"0","0","microaerophilic","spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Indibacter alkaliphilus",579922,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alloprevotella tannerae",76122,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio sp. 6_1_46AFAA",665942,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Eggerthella sp. 1_3_56FAA",665943,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosomonas sp. AL212",153948,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitratireductor pacificus",1231180,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Exiguobacterium sp. MH3",1399115,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Phytoplasma australiense",59748,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Janthinobacterium sp. HH01",1198452,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter sp. X514",399726,"1","1","strictanaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Borrelia miyamotoi",47466,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Alcanivorax borkumensis",59754,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanoregula boonei",358766,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. BT1B_CT2",665958,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Chloroherpeton thalassium",100716,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. 2_A_57_CT2",665959,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Subdoligranulum sp. 4_3_54A2FAA",665956,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. 7_6_55CFAA_CT2",665957,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella washoensis",186739,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"gamma proteobacterium HIMB30",751994,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kribbella flavida",182640,NA,"1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Thermosipho africanus",2421,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Weissella cibaria",137591,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Fervidobacterium nodosum",2424,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterobacter sp. 638",399742,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Endolissoclinum faulkneri",1263979,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Teredinibacter turnerae",2426,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia sp. M24T3",932213,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Phycisphaera mikurensis",547188,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arenimonas oryziterrae",498055,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseobacter denitrificans",2434,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Chromohalobacter salexigens",158080,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Haloarcula hispanica",51589,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ruegeria conchae",981384,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio alkalitolerans",293256,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingobium chinhatense",420233,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Robiginitalea biformata",252307,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Psychrobacter sp. G",571800,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Brachyspira intermedia",84377,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas echinoides",59803,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brachyspira murdochii",84378,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseobacter sp. GAI101",391589,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosococcus halophilus",133539,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella pleuritidis",407975,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pantoea dispersa",59814,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Alcanivorax dieselolei",285091,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. WH 8109",166314,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pedobacter sp. BAL39",391596,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacteria bacterium BAL38",391598,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. WH 8016",166318,"0","0","facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospirillum ferriphilum",178606,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseobacter sp. CCS2",391593,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arcobacter sp. L",944547,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio coralliilyticus",190893,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfotignum phosphitoxidans",190898,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodanobacter fulvus",219571,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gramella portivictoriae",326069,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylocapsa acidiphila",133552,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermococcus sp. 4557",1042877,"0",NA,"strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Hippea maritima",84405,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter schindleri",108981,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oceanobacillus iheyensis",182710,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter ursingii",108980,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brevundimonas sp. BAL3",391600,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pantoea sp. At-9b",592316,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacteriales bacterium ALC-1",391603,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseovarius sp. TM1035",391613,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanothece sp. CCY0110",391612,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Metallosphaera cuprina",1006005,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrobaculum arsenaticum",121277,"0",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosococcus watsonii",473531,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus otakiensis",481720,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methylovulum miyakonense",645578,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus sp. Y412MC10",481743,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microbulbifer agarilyticus",260552,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Modestobacter marinus",477641,"0",NA,"strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pediococcus damnosus",51663,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brachybacterium squillarum",661979,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus australis",113107,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Tetragenococcus halophilus",51669,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingopyxis alaskensis",117207,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. TKP",1415630,"0",NA,NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Glaciecola arctica",1128911,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira broomii",301541,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia sp. AS12",768490,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus oligofermentans",195041,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Nitrospira defluvii",330214,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Herbaspirillum frisingense",92645,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Galbibacter marinus",555500,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rickettsia peacockii",47589,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia sp. AS13",768493,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Rhizobium mesoamericanum",1079800,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aminicenantes bacterium SCGC AAA252-A02",1047013,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. Lz4W",1206777,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citromicrobium bathyomarinum",72174,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Janthinobacterium sp. Marseille",375286,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Nostoc sp. PCC 7107",317936,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus peoriae",59893,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus sp. OJ82",1202667,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Thermococcus barophilus",55802,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfurococcus kamchatkensis",477693,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Terriglobus saanensis",870903,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium parascrofulaceum",240125,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Facklamia ignava",137730,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis thermoflava",84480,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Nevskia ramosa",64002,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces sp. oral taxon 848",649739,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfurispirillum indicum",936456,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Azorhizobium doebereinerae",281091,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. 141",1120797,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bacillus stratosphericus",293386,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingobium lactosutens",522773,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces sp. SirexAA-E",862751,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Marinomonas posidonica",936476,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ralstonia sp. AU12-08",1235457,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Natronomonas moolapensis",416273,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanobium gracile",59930,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. WH 7805",59931,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. WSM3983",1038867,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus sp. HW567",1034769,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thauera sp. 27",305700,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chrysiogenes arsenatis",309797,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Wolbachia endosymbiont of Onchocerca ochengi",100901,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Treponema caldaria",215591,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Amoebophilus asiaticus",281120,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus lutetiensis",150055,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Persephonella marina",309805,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfurihydrogenibium azorense",309806,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Moraxella boevrei",346665,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella piezotolerans",404011,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio hydrothermalis",191026,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio nitratireducens",186931,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Virgibacillus sp. CM-4",1354277,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella baroniae",305719,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lautropia mirabilis",47671,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Eubacterium] eligens",39485,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides caccae",47678,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lysobacter defluvii",391738,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alcanivorax sp. DG881",236097,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Eubacterium rectale",39491,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Eubacterium] siraeum",39492,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma alligatoris",47687,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinobacter algicola",236100,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Parabacteroides johnsonii",387661,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Granulicella mallensis",940614,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Granulicella tundricola",940615,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Eubacterium] yurii",39498,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halanaerobium saccharolyticum",43595,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira kmetyi",408139,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus cytotoxicus",580165,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Acetobacter nitrogenifigens",285268,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Parabacteroides sp. 20_3",469591,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 2_2_4",469590,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 2_1_16",469587,"0","0","strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 1_1_6",469586,"0",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 1_1_14",469585,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coprobacillus sp. 8_2_54BFAA",469597,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter sp. 30_2",469595,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodococcus sp. AW25M09",1268303,"0","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Schmidhempelia bombi",1505866,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium sp. 12_1_47BFAA",469594,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Burkholderia sp. KJ006",416344,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 3_1_40A",469593,"0",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 3_1_19",469592,"0",NA,"strictanaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus rhamnosus",47715,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus gastricus",227942,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermobaculum terrenum",166501,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus pseudomycoides",64104,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Liberibacter americanus",309868,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfarculus baarsii",453230,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces sp. W007",1055352,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Parvibaculum lavamentivorans",256618,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Erysipelotrichaceae bacterium 6_1_45",469614,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces fulvissimus",68202,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. WH 8102",84588,"0","0","facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderiales bacterium 1_1_47",469610,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Woodsholea maritima",240237,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sp. 2_1_36FAA",469609,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Actinoplanes sp. N902-109",649831,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Taylorella asinigenitalis",84590,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Caulobacter segnis",88688,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia polyisoprenivorans",84595,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptomyces griseoaurantiacus",68213,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Hahella chejuensis",158327,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylothermus hellenicus",84599,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bibersteinia trehalosi",47735,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Allobaculum stercoricanis",174709,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfuricella denitrificans",649841,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus apachensis",309886,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus maricopensis",309887,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus gobiensis",502394,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Erwinia tasmaniensis",338565,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacter bremensis",60035,"0","0","strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Koribacter versatilis",658062,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacter lovleyi",313985,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Psychrobacter aquaticus",248452,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoalteromonas luteoviolacea",43657,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermomonas fusca",215690,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Erwinia sp. Ejp617",215689,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylophilales bacterium HTCC2181",383631,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoalteromonas undina",43660,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Shewanella benthica",43661,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Klebsiella variicola",244366,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gardnerella vaginalis",2702,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methylohalobius crimeensis",244365,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arthrobacter aurescens",43663,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces aurantiacus",47760,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Formosa sp. AK20",1137281,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coraliomargarita akajimensis",395922,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brachybacterium faecium",43669,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Symbiobacter mobilis",1436290,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Jonesia denitrificans",43674,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus crispatus",47770,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rothia mucilaginosa",43675,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnoanaerobaculum sp. OBRC5-5",936595,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacterium tegetincola",150172,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio brasiliensis",170652,"0","0","facultative",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfurobacterium thermolithotrophum",64160,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnospiraceae bacterium 9_1_43BFAA",658088,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Hirschia baltica",2724,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Odyssella thessalonicensis",84647,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Metallosphaera sedula",43687,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 3_1_23",457390,"0",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus mojavensis",72360,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 3_1_33FAA",457391,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ralstonia sp. 5_2_56FAA",658080,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacterium suncheonense",350894,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides sp. 1_1_30",457387,"0",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Jonquetella anthropi",428712,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Celeribacter baekdonensis",875171,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
