"tax_id","org_name","metabolism","ref_type","reference"
29397,"Lactobacillus delbrueckii subsp. lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1050107,"Lactobacillus delbrueckii subsp. sunkii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
51664,"Lactobacillus dextrinicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
137357,"Lactobacillus equi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
420645,"Lactobacillus equicursoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
417373,"Lactobacillus equigenerosi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
483011,"Lactobacillus fabifermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
762833,"Lactobacillus faecis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
390841,"Lactobacillus farraginis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1613,"Lactobacillus fermentum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
640331,"Lactobacillus florum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1462575,"Lactobacillus furfuricola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1596,"Lactobacillus gasseri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
227942,"Lactobacillus gastricus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
399370,"Lactobacillus ghanensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1203069,"Lactobacillus gigeriorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1007676,"Lactobacillus ginsenosidimutans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1450649,"Lactobacillus gorillae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
60519,"Lactobacillus graminis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267633,"Lactobacillus hammesii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
304207,"Lactobacillus harbinensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1074467,"Lactobacillus heilongjiangensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1587,"Lactobacillus helveticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1670446,"Lactobacillus herbarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1193095,"Lactobacillus hokkaidonensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1203033,"Lactobacillus hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33961,"Lactobacillus homohiochii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
468911,"Lactobacillus hordei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
147802,"Lactobacillus iners","microaerophilic","doi","doi.org/10.1093/nar/gky879"
148604,"Lactobacillus ingluviei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1267156,"Lactobacillus iwatensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
109790,"Lactobacillus jensenii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33959,"Lactobacillus johnsonii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
190905,"Lactobacillus kefiranofaciens subsp. kefiranofaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267818,"Lactobacillus kefiranofaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33962,"Lactobacillus kefiri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
993692,"Lactobacillus kimchiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
481722,"Lactobacillus kisonensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
237446,"Lactobacillus kitasatonis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
637971,"Lactobacillus koreensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1618,"Lactobacillus mali","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1435342,"Lactobacillus mixtipabuli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1296538,"Lactobacillus mudanjiangensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1622,"Lactobacillus murinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
82688,"Lactobacillus nagelii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
380393,"Lactobacillus namurensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
944671,"Lactobacillus nasuensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
460870,"Lactobacillus nodensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
480930,"Lactobacillus odoratitofui","microaerophilic","doi","doi.org/10.1093/nar/gky879"
303241,"Lactobacillus oeni","microaerophilic","doi","doi.org/10.1093/nar/gky879"
293371,"Lactobacillus oligofermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1202668,"Lactobacillus oryzae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
481720,"Lactobacillus otakiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
866801,"Lactobacillus ozensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
171523,"Lactobacillus pantheris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
152331,"Lactobacillus parabuchneri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1597,"Lactobacillus paracasei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47714,"Lactobacillus paracasei subsp. paracasei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
240427,"Lactobacillus paracollinoides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
390842,"Lactobacillus parafarraginis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
83526,"Lactobacillus paralimentarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
60520,"Lactobacillus paraplantarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
872327,"Lactobacillus pasteurii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1589,"Lactobacillus pentosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1590,"Lactobacillus plantarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
271881,"Lactobacillus plantarum subsp. argentoratensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
449659,"Lactobacillus pobuzihii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1123687,"Lactobacillus porcinae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
116089,"Lactobacillus psittaci","microaerophilic","doi","doi.org/10.1093/nar/gky879"
481723,"Lactobacillus rapi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
238013,"Lactobacillus rennini","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1598,"Lactobacillus reuteri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47715,"Lactobacillus rhamnosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
947835,"Lactobacillus rodentium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
231049,"Lactobacillus rossiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1623,"Lactobacillus ruminis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1599,"Lactobacillus sakei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
214325,"Lactobacillus sakei subsp. carnosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
214325,"Lactobacillus curvatus subsp. melibiosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
214326,"Lactobacillus sakei subsp. sakei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1624,"Lactobacillus salivarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1625,"Lactobacillus sanfranciscensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
931533,"Lactobacillus saniviri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
259059,"Lactobacillus satsumensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
396268,"Lactobacillus secaliphilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
81857,"Lactobacillus selangorensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
931534,"Lactobacillus senioris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
431273,"Lactobacillus senmaizukei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1626,"Lactobacillus sharpeae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1231337,"Lactobacillus shenzhenensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1293415,"Lactobacillus silagei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
414682,"Lactobacillus similis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1296539,"Lactobacillus songhuajiangensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1591,"Lactobacillus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216463,"Lactobacillus spicheri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
519050,"Lactobacillus sucicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
152335,"Lactobacillus suebicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
481719,"Lactobacillus sunkii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
508451,"Lactobacillus taiwanensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
381741,"Lactobacillus thailandensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
303240,"Lactobacillus uvarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
176291,"Lactobacillus vaccinostercus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1633,"Lactobacillus vaginalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
942150,"Lactobacillus xiangfangensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1054041,"Lactobacillus yonginensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267363,"Lactobacillus zymae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
451457,"Lactococcus chungangensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
610251,"Lactococcus fujiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1363,"Lactococcus garvieae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1890280,"Lactococcus garvieae subsp. garvieae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1494462,"Lactococcus hircilactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1358,"Lactococcus lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1359,"Lactococcus lactis subsp. cremoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1360,"Lactococcus lactis subsp. lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
542833,"Lactococcus lactis subsp. tructae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1494461,"Lactococcus laudensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
44273,"Lactococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
168471,"Laribacter hongkongensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47671,"Lautropia mirabilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28082,"Legionella anisa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
91822,"Legionella beliardensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29422,"Legionella brunensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
190655,"Legionella busanensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28084,"Legionella cherrii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
450200,"Legionella dresdenensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
96228,"Legionella drozanskii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
448,"Legionella erythra","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45064,"Legionella fairfieldensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
96230,"Legionella fallonii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
453,"Legionella feeleii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45065,"Legionella geestiana","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45066,"Legionella gratiana","microaerophilic","doi","doi.org/10.1093/nar/gky879"
91823,"Legionella gresilensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
449,"Legionella hackeliae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
456,"Legionella jordanis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45067,"Legionella lansingensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45068,"Legionella londiniensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
450,"Legionella longbeachae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
535290,"Legionella nagasakiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45070,"Legionella nautarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1498499,"Legionella norrlandica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29423,"Legionella oakridgensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45071,"Legionella parisiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
446,"Legionella pneumophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
91892,"Legionella pneumophila subsp. fraseri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
91890,"Legionella pneumophila subsp. pascullei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
91891,"Legionella pneumophila subsp. pneumophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45072,"Legionella quateirensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45073,"Legionella quinlivanii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
458,"Legionella rubrilucens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28087,"Legionella sainthelensi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45074,"Legionella santicrucis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45075,"Legionella shakespearei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
459,"Legionella sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
452,"Legionella spiritensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
460,"Legionella steigerwaltii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
70611,"Legionella taurinensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
40335,"Legionella tucsonensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28088,"Legionella wadsworthii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
66969,"Legionella waltersii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45076,"Legionella worsleiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
376727,"Legionella yabuuchiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1870902,"Leifsonia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1575,"Leifsonia xyli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
61646,"Lelliottia amnigena","microaerophilic","doi","doi.org/10.1093/nar/gky879"
40542,"Leptotrichia buccalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
157692,"Leptotrichia goodfellowii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
104608,"Leptotrichia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33964,"Leuconostoc citreum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1607837,"Leuconostoc gelidum subsp. aenigmaticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
115778,"Leuconostoc gelidum subsp. gasicomitatum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
434464,"Leuconostoc holzapfelii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1246,"Leuconostoc lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1245,"Leuconostoc mesenteroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33967,"Leuconostoc mesenteroides subsp. mesenteroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
910540,"Leuconostoc miyukkimchii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
501487,"Leuconostoc palmae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33968,"Leuconostoc pseudomesenteroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1406906,"Leuconostoc rapi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1930076,"Leuconostoc sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
529731,"Listeria marthii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1639,"Listeria monocytogenes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53417,"Lonepinella koalarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
88874,"Luteococcus peritonei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1622118,"Lutibacter profundi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28031,"Lysinibacillus fusiformis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33935,"Lysinibacillus macroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1124597,"Magnetococcus marinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
549691,"Magnetospira thiophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1244869,"Magnetospirillum caucaseum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
55518,"Magnetospirillum gryphiswaldense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
188,"Magnetospirillum magnetotacticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1285242,"Magnetospirillum marisnigri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1437059,"Magnetospirillum moscoviense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28181,"Magnetovibrio blakemorei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
879276,"Mannheimia caviae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
85401,"Mannheimia glucosida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
85402,"Mannheimia granulomatis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
75985,"Mannheimia haemolytica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
191770,"Marinilactibacillus psychrotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
314344,"Mariprofundus ferrooxydans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
760117,"Massilia consociata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1521930,"Mesocricetibacter intestinalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
409,"Methylobacterium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
392711,"Methylosoma difficile","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33883,"Microbacterium arborescens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
792652,"Microbacterium arthrosphaerae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
36805,"Microbacterium aurum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84292,"Microbacterium chocolatum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
400772,"Microbacterium ginsengisoli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
162426,"Microbacterium hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33884,"Microbacterium imperiale","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33885,"Microbacterium lacticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
451764,"Microbacterium luticocti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
273677,"Microbacterium oleivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
82380,"Microbacterium oxydans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
199592,"Microbacterium paraoxydans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
51671,"Microbacterium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2033,"Microbacterium testaceum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
671622,"Microbacterium yannicii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
384602,"Micrococcus flavus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1270,"Micrococcus luteus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1271,"Micrococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
574650,"Micrococcus terreus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47850,"Micromonospora aurantiaca","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1876,"Micromonospora sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
479978,"Micromonospora tulbaghiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
676201,"Miniimonas arenae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
34059,"Moraxella atlantae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
346665,"Moraxella boevrei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
476,"Moraxella bovis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
386891,"Moraxella bovoculi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
90239,"Moraxella canis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
480,"Moraxella catarrhalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
34060,"Moraxella caviae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
477,"Moraxella lacunata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
478,"Moraxella nonliquefaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
34062,"Moraxella osloensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29433,"Moraxella ovis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1288392,"Moraxella porci","microaerophilic","doi","doi.org/10.1093/nar/gky879"
479,"Moraxella sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
423350,"Mucilaginibacter gracilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
67855,"Muribacter muris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
36809,"Mycobacterium abscessus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
36811,"Mycobacterium agri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1799,"Mycobacterium aichiense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
342002,"Mycobacterium arupense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1790,"Mycobacterium asiaticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1764,"Mycobacterium avium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1770,"Mycobacterium avium subsp. paratuberculosis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43348,"Mycobacterium branderi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
228230,"Mycobacterium canariasense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
222805,"Mycobacterium chimaera","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1792,"Mycobacterium chitae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
39688,"Mycobacterium duvalii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
761804,"Mycobacterium europaeum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1802,"Mycobacterium farcinogenes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
292462,"Mycobacterium florentinum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1766,"Mycobacterium fortuitum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
144550,"Mycobacterium fortuitum subsp. acetamidolyticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1794,"Mycobacterium gadium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
134601,"Mycobacterium goodii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1778,"Mycobacterium gordonae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
110505,"Mycobacterium heckeshornense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
152142,"Mycobacterium holsaticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
444597,"Mycobacterium insubricum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33895,"Mycobacterium interjectum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1767,"Mycobacterium intracellulare","microaerophilic","doi","doi.org/10.1093/nar/gky879"
912594,"Mycobacterium iranicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1768,"Mycobacterium kansasii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
354243,"Mycobacterium kumamotonense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
141349,"Mycobacterium lentiflavum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1108812,"Mycobacterium longobardum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53462,"Mycobacterium mageritense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1780,"Mycobacterium malmoense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1962118,"Mycobacterium massiliense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1962118,"Mycobacterium abscessus subsp. massiliense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
85693,"Mycobacterium monacense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
56689,"Mycobacterium mucogenicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
244292,"Mycobacterium nebraskense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1795,"Mycobacterium neoaurum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
767916,"Mycobacterium paraense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
240125,"Mycobacterium parascrofulaceum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43304,"Mycobacterium peregrinum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1771,"Mycobacterium phlei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
319706,"Mycobacterium phocaicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
486698,"Mycobacterium riyadhense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1578165,"Mycobacterium saopaulense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1783,"Mycobacterium scrofulaceum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1796,"Mycobacterium senegalense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
431269,"Mycobacterium setense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
398694,"Mycobacterium shinjukuense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1785,"Mycobacterium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47839,"Mycobacterium triplex","microaerophilic","doi","doi.org/10.1093/nar/gky879"
547163,"Mycobacterium vulneris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
59750,"Mycobacterium wolinskyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2098,"Mycoplasma hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2108,"Mycoplasma sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
993414,"Naumannella halotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
908285,"Necropsobacter rosorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
492,"Neisseria animalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
326522,"Neisseria animaloris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267212,"Neisseria bacilliformis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
483,"Neisseria cinerea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
194197,"Neisseria dentiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
495,"Neisseria elongata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
214482,"Neisseria elongata subsp. elongata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
88719,"Neisseria elongata subsp. glycolytica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
90367,"Neisseria elongata subsp. nitroreducens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
485,"Neisseria gonorrhoeae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
486,"Neisseria lactamica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
487,"Neisseria meningitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
488,"Neisseria mucosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1815583,"Neisseria musculi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
