"tax_id","org_name","metabolism","ref_type","reference"
1717,"Corynebacterium diphtheriae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
61592,"Corynebacterium durum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
108486,"Corynebacterium falsenii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38287,"Corynebacterium fastidiosum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1230998,"Corynebacterium frankenforstense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
556548,"Corynebacterium freiburgense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
134034,"Corynebacterium freneyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38288,"Corynebacterium genitalium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
187491,"Corynebacterium glaucum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
39791,"Corynebacterium glucuronolyticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
156978,"Corynebacterium imitans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38289,"Corynebacterium jeikeium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
161879,"Corynebacterium kroppenstedtii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
35755,"Corynebacterium kutscheri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1231000,"Corynebacterium lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1544413,"Corynebacterium lowii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
541095,"Corynebacterium lubricantis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38290,"Corynebacterium macginleyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
441501,"Corynebacterium massiliense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
161890,"Corynebacterium mastitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38301,"Corynebacterium minutissimum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
57171,"Corynebacterium mucifaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
571915,"Corynebacterium mustelae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38302,"Corynebacterium mycetoides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1448267,"Corynebacterium nasicanis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1544416,"Corynebacterium oculi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29321,"Corynebacterium otitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1288393,"Corynebacterium pilbarense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43769,"Corynebacterium propinquum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37637,"Corynebacterium pseudodiphtheriticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38303,"Corynebacterium pseudogenitalium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1719,"Corynebacterium pseudotuberculosis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
598660,"Corynebacterium pyruviciproducens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
258224,"Corynebacterium resistens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
156976,"Corynebacterium riegelii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
161899,"Corynebacterium singulare","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1720,"Corynebacterium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
489915,"Corynebacterium sputi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43770,"Corynebacterium striatum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
203264,"Corynebacterium suicordis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
161902,"Corynebacterium sundsvallense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1448266,"Corynebacterium tapiri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
62629,"Corynebacterium thomssenii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
441500,"Corynebacterium timonense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38304,"Corynebacterium tuberculostearicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
65058,"Corynebacterium ulcerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
487732,"Corynebacterium ulceribovis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43771,"Corynebacterium urealyticum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
401472,"Corynebacterium ureicelerivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1072256,"Corynebacterium uterequi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38305,"Corynebacterium vitaeruminis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1725,"Corynebacterium xerosis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1521931,"Cricetibacter osteomyelitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1118202,"Cruoricaptor ignavus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1796618,"Cuneatibacter caecimuris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2036,"Curtobacterium citreum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2035,"Curtobacterium flaccumfaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
247486,"Curvibacter fontanus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1888168,"Curvibacter sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1747,"Cutibacterium acnes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33010,"Cutibacterium avidum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
337779,"Dechloromonas hortensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
68910,"Deinococcus murrayi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
55148,"Deinococcus proteolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1299,"Deinococcus radiodurans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47478,"Deinococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
80866,"Delftia acidovorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
36740,"Dermabacter hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
322596,"Dermacoccus abyssi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1863,"Dermatophilus congolensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
500615,"Desmospora activa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
885,"Desulfovibrio sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
472569,"Devriesea agamarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
321318,"Dietzia cinnamea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37915,"Dietzia maris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
161920,"Dietzia natronolimnaea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
139021,"Dietzia psychralcaliphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1871616,"Dietzia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84521,"Dolosicoccus paucivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29394,"Dolosigranulum pigrum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45254,"Dysgonomonas capnocytophagoides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
156974,"Dysgonomonas gadei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
637886,"Dysgonomonas hofstadii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
163665,"Dysgonomonas mossii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84112,"Eggerthella lenta","microaerophilic","doi","doi.org/10.1093/nar/gky879"
31973,"Eggerthia catenaformis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
539,"Eikenella corrodens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
552518,"Elstera litoralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1628248,"Empedobacter stercoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
913829,"Endothiovibrio diazotrophicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
61645,"Enterobacter asburiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
328396,"Enterococcus aquimarinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
57732,"Enterococcus asini","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33945,"Enterococcus avium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
317735,"Enterococcus caccae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
317010,"Enterococcus canintestini","microaerophilic","doi","doi.org/10.1093/nar/gky879"
214095,"Enterococcus canis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37734,"Enterococcus casseliflavus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
44008,"Enterococcus cecorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1355,"Enterococcus columbae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1453587,"Enterococcus crotali","microaerophilic","doi","doi.org/10.1093/nar/gky879"
319970,"Enterococcus devriesei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
44009,"Enterococcus dispar","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53345,"Enterococcus durans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1159753,"Enterococcus eurekensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1351,"Enterococcus faecalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1352,"Enterococcus faecium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1353,"Enterococcus gallinarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
160453,"Enterococcus gilvus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
155618,"Enterococcus haemoperoxidus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
249189,"Enterococcus hermanniensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1354,"Enterococcus hirae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
246144,"Enterococcus italicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
357441,"Enterococcus lactis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1159752,"Enterococcus lemanii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
71451,"Enterococcus malodoratus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
155617,"Enterococcus moraviensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53346,"Enterococcus mundtii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1242999,"Enterococcus olivae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
160454,"Enterococcus pallens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
154621,"Enterococcus phoeniculicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1077675,"Enterococcus plantarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
44007,"Enterococcus pseudoavium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
903983,"Enterococcus quebecensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
71452,"Enterococcus raffinosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
150033,"Enterococcus ratti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
118060,"Enterococcus rotai","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1814218,"Enterococcus saccharolyticus subsp. saccharolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
41997,"Enterococcus saccharolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1281485,"Enterococcus saccharolyticus subsp. taiwanensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1805431,"Enterococcus saigonensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
332949,"Enterococcus silesiacus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
35783,"Enterococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1356,"Enterococcus sulfureus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
332950,"Enterococcus termitis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
417368,"Enterococcus thailandicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
903984,"Enterococcus ureasiticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
930854,"Enterococcus viikkiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
112904,"Enterococcus villorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
88132,"Eremococcus coleocola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
225084,"Erysipelothrix inopinata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1648,"Erysipelothrix rhusiopathiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
38402,"Erysipelothrix tonsillarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
562,"Escherichia coli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
273527,"Exiguobacterium aestuarii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33987,"Exiguobacterium aurantiacum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
44751,"Exiguobacterium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
178214,"Facklamia hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
82347,"Facklamia languida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
120956,"Facklamia miroungae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
87650,"Facklamia sourekii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2015592,"Facklamia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
236753,"Fastidiosipila sanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1188319,"Ferriphaselus amnicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
182136,"Fictibacillus barbaricus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28192,"Filobacterium rodentium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1202724,"Flavobacterium akiainvivens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
395087,"Flavobacterium ceti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
447,"Fluoribacter bozemanae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
463,"Fluoribacter dumoffii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
5116,"NY","microaerophilic","doi","doi.org/10.1093/nar/gky879"
463,"Legionella dumoffii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
464,"Fluoribacter gormanii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
464,"Legionella gormanii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28110,"Francisella philomiragia","microaerophilic","doi","doi.org/10.1093/nar/gky879"
263,"Francisella tularensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
99117,"Friedmanniella capsulata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
283737,"Fructobacillus durionis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1631,"Fructobacillus fructosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
220714,"Fructobacillus pseudoficulneus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
709323,"Fructobacillus tropaeoli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1008308,"Fusibacter tunisiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1136073,"Galenea microaerophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
516063,"Gallibacterium melopsittaci","microaerophilic","doi","doi.org/10.1093/nar/gky879"
516935,"Gallibacterium trehalosifermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1769422,"Galliscardovia ingluviei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2702,"Gardnerella vaginalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84136,"Gemella bergeri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
150240,"Gemella cuniculi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1379,"Gemella haemolysans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29391,"Gemella morbillorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
81950,"Gemella palaticanis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84135,"Gemella sanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1379270,"Gemmatimonas phototrophica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1861,"Geodermatophilus obscurus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1873458,"Georgenia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
527326,"Georgenia thermotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1196095,"Gilliamella apicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1245754,"Glaciimonas frigoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
13076,"Globicatella sanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
136093,"Globicatella sulfidifaciens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2054,"Gordonia bronchialis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
263908,"Gordonia effusa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
686429,"Gordonia humi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
249058,"Gordonia otitidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1056982,"Gordonia phosphorivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
84139,"Gordonia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
36823,"Gordonia sputi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2055,"Gordonia terrae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
263909,"Gordonia wrightpattersonensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
46124,"Granulicatella adiacens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
137733,"Granulicatella balaenopterae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
137732,"Granulicatella elegans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
195105,"Haematobacter massiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
366616,"Haematobacter missouriensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
479106,"Haematomicrobium sanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1549855,"Haematospirillum jordaniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
197575,"Haemophilus aegyptius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
730,"Haemophilus ducreyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
123822,"Haemophilus felis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
733,"Haemophilus haemoglobinophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
726,"Haemophilus haemolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
727,"Haemophilus influenzae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
67859,"Haemophilus influenzaemurium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
734,"Haemophilus paracuniculus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
735,"Haemophilus parahaemolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
729,"Haemophilus parainfluenzae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
736,"Haemophilus paraphrohaemolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
738,"Haemophilus parasuis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
249188,"Haemophilus pittmaniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
731,"Haemophilus somnus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
740,"Haemophilus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1078480,"Haemophilus sputorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
306540,"Halolactibacillus halophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
306541,"Halolactibacillus miurensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
40091,"Helcococcus kunzii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
72026,"Helcococcus ovis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
241555,"Helcococcus sueciensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
212,"Helicobacter acinonychis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
375926,"Helicobacter anseris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1576610,"Helicobacter apri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
137778,"Helicobacter aurati","microaerophilic","doi","doi.org/10.1093/nar/gky879"
427351,"Helicobacter baculiformis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
56877,"Helicobacter bizzozeronii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
375927,"Helicobacter brantae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
123841,"Helicobacter canadensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1869279,"Helicobacter canicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29419,"Helicobacter canis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
138563,"Helicobacter cetorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
213,"Helicobacter cinaedi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
361872,"Helicobacter equorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
215,"Helicobacter fennelliae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
35817,"Helicobacter heilmannii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
32025,"Helicobacter hepaticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1591088,"Helicobacter himalayensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
398626,"Helicobacter macacae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
152490,"Helicobacter marmotae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
287948,"Helicobacter mastomyrinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
87012,"Helicobacter mesocricetorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216,"Helicobacter muridarum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
217,"Helicobacter mustelae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
95149,"Helicobacter pametensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
35818,"Helicobacter pullorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
210,"Helicobacter pylori","microaerophilic","doi","doi.org/10.1093/nar/gky879"
218,"Helicobacter sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
104628,"Helicobacter suis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
50960,"Helicobacter trogontum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
76936,"Helicobacter typhlonius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1890675,"Herbaspirillum sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
731,"Histophilus somni","microaerophilic","doi","doi.org/10.1093/nar/gky879"
373391,"Hydrogenovibrio halophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
265883,"Hydrogenovibrio thermophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
714549,"Hydrotalea flava","microaerophilic","doi","doi.org/10.1093/nar/gky879"
89093,"Ignavigranum ruoffiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
142588,"Isobaculum melis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
300179,"Isoptericola hypogeus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53458,"Janibacter limosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
103817,"Janibacter terrae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1868794,"Jeotgalibaca arthritidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1868793,"Jeotgalibaca porci","microaerophilic","doi","doi.org/10.1093/nar/gky879"
110845,"Jeotgalicoccus pinnipedialis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43674,"Jonesia denitrificans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1550907,"Kiloniella antarctica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37633,"Kineococcus aurantiacus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
502,"Kingella denitrificans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
504,"Kingella kingae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1522312,"Kingella negevensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
505,"Kingella oralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
265175,"Kingella potus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
573,"Klebsiella pneumoniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
262208,"Kocuria carniphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
223184,"Kocuria marina","microaerophilic","doi","doi.org/10.1093/nar/gky879"
71999,"Kocuria palustris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
714067,"Kroppenstedtia eburnea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
138300,"Kytococcus schroeteri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1871620,"Kytococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267364,"Lactobacillus acidifarinae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
89059,"Lactobacillus acidipiscis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1579,"Lactobacillus acidophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1601,"Lactobacillus agilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
105612,"Lactobacillus algidus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1604,"Lactobacillus amylovorus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1605,"Lactobacillus animalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
227943,"Lactobacillus antri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1218495,"Lactobacillus apinorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
303541,"Lactobacillus apis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
307126,"Lactobacillus apodemi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
392566,"Lactobacillus aquaticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
375175,"Lactobacillus backii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1505723,"Lactobacillus bombicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
943673,"Lactobacillus brantae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1490994,"SL","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1580,"Lactobacillus brevis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
483012,"Lactobacillus cacaonum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
381742,"Lactobacillus camelliae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
395085,"Lactobacillus ceti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
181675,"Lactobacillus coleohominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33960,"Lactobacillus collinoides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
398555,"Lactobacillus composti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
287844,"Lactobacillus concavus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47770,"Lactobacillus crispatus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28038,"Lactobacillus curvatus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1584,"Lactobacillus delbrueckii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1585,"Lactobacillus delbrueckii subsp. bulgaricus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
83684,"Lactobacillus delbrueckii subsp. delbrueckii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
249265,"Lactobacillus delbrueckii subsp. indicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1537158,"Lactobacillus delbrueckii subsp. jakobsenii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
