"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
530,34.7,0.019397804176,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
530,36.4,0.019356043876,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
530,38.1,0.01682209,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
530,40.1,0.0174927076,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
530,41.8,0.014430015625,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
530,44.3,0.004498116624,"Bacteria","Bacteria","Firmicutes","Listeria monocytogenes","FA","H"
531,23,0.000406301804118154,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,25,0.000642463931513615,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,27,0.00105159557286969,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,29,0.00144493645586864,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,31,0.00176542286989231,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,33,0.00192685373920747,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,35,0.00214708259040241,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,37,0.00254008792940232,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,39,0.00281092171069483,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,41,0.00331015818969062,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,43,0.00379182904939124,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,45,0.00389806205956316,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,47,0.00397053244490317,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,49,0.00357148433863175,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,51,0.00262330477501419,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,53,0.0016175166162568,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
531,55,0.00062208359824727,"Archaea","Euryarchaeota","Euryarchaeota","Haloarcula vallismortis","A","H"
532,23,0.000660463391097795,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,25,0.000920129064803528,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,27,0.00111904808703986,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,29,0.0014820018651585,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,31,0.00192242210100541,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,33,0.00211762350361639,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,35,0.002516800257531,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,37,0.00300502956885917,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,39,0.00362116863141025,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,41,0.00409118152936561,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,43,0.00441416689744236,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,45,0.00449623239594351,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,47,0.00413855517598213,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,49,0.00404435015273056,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,51,0.00277874534972362,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,53,0.00225864902497155,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
532,54,0.00174521424751056,"Archaea","Euryarchaeota","Euryarchaeota","Halobaculum gomorrense","A","H"
533,23,0.000640986306366233,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,25,0.000768862621310072,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,27,0.00102765834032971,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,29,0.001281884062844,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,31,0.00156620551819448,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,33,0.00206466098312615,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,35,0.00245951088650415,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,37,0.00293662674414521,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,39,0.00341074105619396,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,41,0.00387122799995081,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,43,0.00466496886236127,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,45,0.00530699586305229,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,47,0.0059682739505074,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,49,0.00668111196655818,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,51,0.00790403307976786,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,53,0.00588638617081469,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,55,0.00480671916524977,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
533,57,0.002984343094056,"Archaea","Euryarchaeota","Euryarchaeota","Halococcus morrhuae","A","H"
534,23,0.000699598306680701,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,25,0.000988208874338941,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,27,0.0012701316868537,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,29,0.0015843413225042,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,31,0.00217695148456131,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,33,0.0025695007496859,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,35,0.00297747928767802,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,37,0.00366309978570464,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,39,0.0041576578747712,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,41,0.00496419404738825,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,43,0.00562145515358131,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,45,0.00629286985478361,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,47,0.00533149184780485,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
534,49,0.00303283476717119,"Archaea","Euryarchaeota","Euryarchaeota","Haloferax volcanii","A","H"
535,23,0.000639512073531234,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,25,0.000882772408474153,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,27,0.00107361544594,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,29,0.00144493645586864,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,31,0.00186143874601003,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,33,0.00225864902497155,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,35,0.00285002552035904,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,37,0.003257232428125,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,39,0.00375706535451167,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,41,0.00443454176508812,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,43,0.00498710772961362,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,45,0.00546825488548921,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,47,0.00620652844480416,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,49,0.00675847559276102,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,51,0.00640986304124612,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,53,0.00636573784448266,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,55,0.00560852616548744,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,57,0.0045273987795729,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
535,58,0.00366309978570464,"Archaea","Euryarchaeota","Euryarchaeota","Halogeometricum borinquense","A","H"
536,23,0.000518619386885531,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,25,0.000693184351089431,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,27,0.000905417222819087,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,29,0.00115837386631656,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,31,0.00147859335396332,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,33,0.00172523694157467,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,35,0.00205044795190853,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,37,0.00243696196178561,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,39,0.00283693084571973,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,41,0.0031034785635822,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,43,0.00341074105619396,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,45,0.00380933133658269,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,47,0.00304683369141082,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,49,0.00256359106282295,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,51,0.00145160598653953,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
536,53,0.00107361544594,"Archaea","Euryarchaeota","Euryarchaeota","Halorubrum saccharovorum","A","H"
537,23,0.000636573787485514,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,25,0.000959066563012619,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,27,0.00131476686010621,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,29,0.00176136251117944,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,31,0.00205517472771009,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,33,0.00238148992704894,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,35,0.002843470648474,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,37,0.00305385737652294,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,39,0.00349018742815201,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,41,0.00450659728160041,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,43,0.0048400377507354,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,45,0.00551885201824274,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,47,0.00629286985478361,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,49,0.00696383944412041,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,51,0.00768862625133997,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,53,0.00694782305709308,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,55,0.00535610090674385,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
537,57,0.00391605470748322,"Archaea","Euryarchaeota","Euryarchaeota","Haloterrigena turkmenica","A","H"
538,23,0.000588638618322487,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,25,0.000833390892580508,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,27,0.00106868263162525,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,29,0.00144826738547829,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,31,0.00187434161824168,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,33,0.00215699306721571,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,35,0.00247655940810627,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,37,0.00288967332924096,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,39,0.00323480980323431,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,41,0.00376572628460786,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,43,0.003988859591817,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,45,0.0044550106816457,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,47,0.00368849118697308,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,49,0.00274693731580482,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
538,51,0.0021920413840267,"Archaea","Euryarchaeota","Euryarchaeota","Natrialba asiatica","A","H"
539,23,0.000588638618322487,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,25,0.000761813649712861,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,27,0.000967940696923911,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,29,0.0012701316868537,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,31,0.00154116362761301,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,33,0.00184862468867648,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,35,0.00217695148456131,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,37,0.00256359106282295,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,39,0.00295018159180417,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,41,0.00321994718861347,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,43,0.00376572628460786,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,45,0.00413855517598213,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,47,0.00487358729738647,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,49,0.00559562689580434,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,51,0.00619225381340649,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
539,53,0.00564740260676593,"Archaea","Euryarchaeota","Euryarchaeota","Natrinema pellirubrum","A","H"
