ORGANISM_ID	TERM
28557	Aquatic
28639	Soil
29825	Soil
29837	Host
30619	Marine
30619	Aquatic
30695	Soil
23289	Lake
23289	Fresh water
23289	Aquatic
27399	Soil
27235	Marine
27235	Aquatic
31290	Fermented food product
31415	Marine
31415	Aquatic
21955	Soil
31489	Soil
31623	Aquatic
6228	Human skin
6228	Host
10333	Host
10333	Fresh water
10337	Marine
10337	Host
10337	Endosymbiont
10337	Aquatic
10395	Host
10428	Human oral cavity
10428	Host
10450	Host
10466	Host
25784	Root nodule
25784	Plant root
25784	Host
25862	Plant root
25862	Host
26731	Soil
26731	Fresh water
26731	Aquatic
26758	Aquatic
23364	Soil
23364	Fresh water
23380	Soil
23380	Fresh water
10504	Host
10594	Host
15049	Soil
99519	Groundwater
99519	Contaminated aquifer
99519	Aquifer
29905	Fresh water
29905	Aquatic
29953	Soil
29953	Host
30098	Soil
30160	Soil
26860	Sediment
26864	Soil
30787	Plant root
30787	Host
30811	Sediment
30811	Sand
23669	Soil
23674	Human
23674	Host
27639	Marine
27639	Aquatic
27675	Soil
15070	Wastewater
15070	Bioreactor
19784	Host
19814	Host
19842	Host
33934	Aquatic
33940	Urogenital tract
30839	Soil
27732	Host
27876	Soil
31675	Host
19860	Host
19862	Soil
19862	Host
19873	Soil
19873	Host
19894	Host
19957	Host
19958	Host
6312	Marine
6312	Host
6352	Soil
6352	Host
34021	Gut
38775	Fresh water
31808	Aquatic
6444	Human intestinal microflora
6444	Host
6469	Human airways
6469	Host
6500	Host
6561	Human intestinal microflora
6561	Host
6579	Human intestinal microflora
6579	Host
6606	Human airways
6606	Host
6628	Host
6629	Host
26127	Host
26934	Sediment
16778	Respiratory tract
16778	Host
26966	Host
36044	Fresh water
36044	Aquatic
23775	Host
23775	Biofilm
10700	Host
10700	Fresh water
10764	Host
10764	Fresh water
10765	Host
10765	Fresh water
10797	Human stomach
10797	Host
10810	Human stomach
10810	Host
10829	Human stomach
10829	Host
10834	Human stomach
10834	Host
26156	Aquatic
30179	Fermented food product
30207	Host
30248	Soil
30248	Rhizosphere
30286	Soil
30289	Seed
30289	Plant
27073	Marine
27073	Aquatic
27101	Aquatic
30902	Hot spring
30902	Aquatic
23948	Host
34058	Sludge
31062	Sand
28083	Fresh water
28083	Aquatic
28100	Soil
28291	Soil
31955	Soil
85275	Host
85275	Gastrointestinal tract
39102	Soil
39102	Aquatic
35253	Host
31972	Host
29442	Soil
29449	Ponds
29449	Aquatic
29461	Host
29493	Aquatic
29497	Aquatic
4554	Host
4559	Soil
4624	Host
4652	Host
4662	Wastewater
4662	Soil
4662	Human intestinal microflora
4662	Host
8240	Mud
8240	Marine
8273	Marine
8304	Human oral cavity
8304	Host
8306	Plant surface
8306	Host
14122	Host
14131	Soil
14131	Ponds
14131	Host
14178	Compost
14179	Wetland
14225	Commercial culture
14261	Gastrointestinal tract
14296	Gastrointestinal tract
10506	Host
10626	Host
7463	Host
3744	Soil
3744	Host
3820	Host
3824	Soil
3824	Host
3835	Host
3835	Blood
3903	Soil
3903	Fresh water
3903	Aquatic
3910	Human oral cavity
3910	Human
3910	Host
3949	Host
3961	Hot spring
3961	Fresh water
3961	Aquatic
8328	Host
8328	Honey bee Larva
8339	Human upper respiratory tract
8339	Human airways
8339	Host
8399	Host
8404	Host
8444	Host
10657	Human stomach
10657	Host
10670	Food
10763	Host
10763	Fresh water
10773	Soil
10773	Intestinal tract
10773	Host
10773	Fresh water
10773	Food
15215	Soil
15269	Marine
15269	Deep sea
15269	Aquatic
3986	Mud
3986	Marine
3986	Aquatic
7462	Host
7466	Host
7487	Human intestinal microflora
7487	Host
7498	Respiratory tract
7498	Host
7515	Host
7531	Soil
7531	Host
7531	Fresh water
7551	Host
13452	Pig
13452	Host
498	Nematode endosymbiont
498	Host
498	Endosymbiont
23268	Host
19850	Host
19911	Soil
19911	Host
7574	Host
7574	Fresh water
7598	Host
7602	Host
499	Host
514	Fresh water
514	Aquatic
546	Soil
546	Host
551	Aquatic
568	Soil
568	Host
23365	Soil
23365	Fresh water
27825	Sediment
10832	Host
10900	Host
10923	Host
10923	Fresh water
10931	Fresh water
10931	Aquatic
10939	Soil
10952	Wastewater
10952	Sludge
10952	Fresh water
10976	Host
10976	Fresh water
18919	Human
18919	Host
26085	Nematode
632	Host
4704	Host
4763	Host
4836	Human intestinal microflora
4836	Host
4889	Host
4892	Human intestinal microflora
4892	Host
28006	Sediment
28006	Aquatic
19960	Host
19990	Host
20022	Host
20030	Host
20039	Biofilm
20039	Aquatic
20085	Host
20123	Host
18	Marine
18	Aquatic
30	Host
3990	Human oral cavity
3990	Host
3993	Human oral cavity
3993	Host
4919	Human vaginal microflora
4919	Host
4934	Host
4944	Human intestinal microflora
4944	Host
8468	Oral cavity
8468	Host
8495	Host
8574	Skin
8574	Human skin
8574	Host
8574	Fresh water
8654	Host
18965	Pig
18965	Host
19010	Soil
19010	Host
19020	Host
19020	Bird
19030	Host
10775	Host
10777	Host
4029	Human intestinal microflora
4029	Human fecal
4029	Host
4029	Gastrointestinal tract
4029	Feces
4048	Human airways
4048	Host
4058	Host
4100	Host
4153	Respiratory tract
4153	Human airways
4153	Host
4168	Soil
4200	Soil
8686	Human airways
8686	Host
8711	Marine
8711	Deep sea
8711	Aquatic
8719	Human airways
8719	Host
8728	Host
27007	Marine
27007	Aquatic
27066	Aquatic
19066	Soil
19066	Host
19097	Host
7664	Human intestinal microflora
7664	Host
7776	Host
7790	Host
7807	Host
7815	Host
7834	Human oral cavity
7834	Host
7839	Host
7870	Host
27167	Soil
13468	Plants
13486	Rumen
13486	Host
13486	Cattle
13486	Bovine
23518	Host
23562	Wastewater
23562	Sludge
23562	Aquatic
23565	Host
23582	Host
28053	Soil
7115	Host
7115	Fresh water
7115	Aquatic
7143	Human intestinal microflora
7143	Host
7168	Human intestinal microflora
7168	Host
7170	Human intestinal microflora
7170	Host
7214	Host
7220	Host
7258	Host
7288	Host
7303	Host
7912	Human intestinal microflora
7912	Host
7940	Soil
21886	Sea water
13497	Sludge
13519	Marine
13519	Aquatic
13625	Host
13643	Soil
18228	Host
28140	Wastewater
28140	Sludge
28224	Aquatic
62	Human intestinal microflora
62	Host
72	Hot spring
72	Fresh water
72	Aquatic
126	Marine
126	Hydrothermal vent
126	Hot spring
126	Host
126	Aquatic
136	Soil
136	Creek
22640	Rice paddies
22640	Plants
14730	Biofilm
14750	Host
14750	Gastrointestinal tract
14750	Feces
217	Surface water
217	Marine
226	Host
4229	Soil
4239	Soil
4251	Respiratory tract
4251	Human airways
4251	Host
4271	Marine
4271	Host
4271	Fresh water
4271	Aquatic
3481	Soil
3486	Hot spring
3486	Aquatic
3511	Host
3523	Marine
4279	Human stomach
4279	Host
4291	Host
4302	Human skin
4302	Host
4314	Soil
4314	Sea water
4314	Mud
4314	Fresh water
4314	Animal gastrointestinal tract
4348	Host
4397	Host
4457	Soil
4457	Host
8021	Soil
27287	Fresh water
27287	Aquatic
27328	Soil
27378	Marine
27378	Aquatic
23651	Host
23656	Soil
23708	Host
23715	Soil
3524	Fresh water
3524	Deep subsurface
3563	Human intestinal microflora
3563	Host
3605	Host
3709	Host
7310	Host
7360	Host
7366	Host
8053	Host
8095	Host
8099	Host
8168	Human intestinal microflora
8168	Host
8231	Human airways
8231	Host
13922	Marine
13974	Sediment
13974	Marine
13974	Aquatic
14003	Mat
14003	Brackish water
14003	Aquatic
14008	Brackish water
14008	Aquatic
14106	Soil
28326	Wastewater
28326	Sludge
28449	Soil
28452	Soil
28520	Host
7387	Aquatic
7389	Soil
7389	Root nodule
7389	Plant root
7389	Host
7399	Host
7420	Host
7438	Soil
7438	Root nodule
7438	Plant root
7438	Host
105378	Termite gut
40511	Wastewater treatment plant
40511	Mud
40511	Marine
40511	Aquatic
18576	Host
18576	Bird
28612	Soil
15020	Marine
15020	Hot spring
15020	Aquatic
242	Terrestrial
242	Soil
291	Wastewater
291	Soil
291	Host
291	Fresh water
299	Marine
299	Aquatic
313	Host
359	Fresh water
365	Wastewater
365	Sludge
365	Host
385	Host
19655	Soil
19655	Host
19690	Soil
19690	Host
19728	Soil
19728	Host
19757	Soil
19757	Host
19777	Host
19794	Soil
19794	Host
19797	Soil
19797	Host
11754	Marine
395	Root nodule
395	Plant root
395	Host
415	Host
440	Marine
440	Aquatic
4463	Wastewater
4463	Host
4502	Host
4506	Host
4517	Host
4517	Gastrointestinal tract
4517	Feces
4546	Host
27433	Soil
27486	Soil
27645	Wastewater
27645	Sludge
19811	Host
19838	Host
19846	Host
988	Soil
988	Host
996	Soil
996	Host
5231	Human oral cavity
5231	Host
5273	Human oral cavity
5273	Host
5284	Human oral cavity
5284	Host
5305	Human vaginal microflora
5305	Host
5365	Human oral cavity
5365	Host
5366	Human oral cavity
5366	Host
6094	Host
6113	Human intestinal microflora
6113	Host
10208	Soil
10208	Host
10208	Fresh water
10227	Soil
10227	Root nodule
10227	Plant root
10227	Host
10270	Intestinal tract
10270	Host
10296	Soil
10296	Host
10296	Fresh water
10296	Food
10326	Host
10327	Host
2779	Soil
2779	Plants
5373	Host
5383	Human airways
5383	Host
5423	Human skin
5423	Host
5428	Oral cavity
5428	Human oral cavity
5428	Host
5460	Insect endosymbiont
5460	Host
5460	Endosymbiont
9456	Host
9478	Soil
9478	Normal microflora
10482	Sediment
10482	Marine
10500	Host
3011	Host
3011	Fresh water
3021	Fresh water
3021	Aquatic
9485	Host
9485	Aquatic
9488	Host
9488	Fresh water
9522	Host
9571	Host
9584	Soil
9584	Root nodule
9584	Plant root
9584	Host
1797	Soil
1797	Host
1813	Root nodule
1813	Host
1825	Fresh water
1836	Marine
1836	Aquatic
1846	Host
6966	Host
6967	Host
6992	Host
7006	Host
7006	Fresh water
7021	Fresh water
7021	Aquatic
7041	Soil
103628	Soil
1856	Host
1901	Host
1919	Marine
1919	Hydrothermal vent
1919	Hot spring
1919	Fresh water
1919	Deep sea
1919	Aquatic
1987	Human intestinal microflora
1987	Host
2018	Fresh water
2018	Aquatic
2055	Host
6185	Human vaginal microflora
6185	Host
6223	Human vaginal microflora
6223	Host
7079	Fresh water
7079	Aquatic
7086	Human intestinal microflora
7086	Host
102504	Swine upper respiratory tract
102504	Host
1068	Host
1117	Soil
1138	Host
1141	Fresh water
1146	Human intestinal microflora
1146	Host
1146	Gastrointestinal tract
1146	Feces
1150	Host
1169	Aquatic
1172	Mine
6321	Hot spring
6323	Marine
6329	Host
6378	Human intestinal microflora
6378	Host
6384	Human intestinal microflora
6384	Host
6405	Human oral cavity
6405	Host
3294	Human intestinal microflora
3294	Human fecal
3294	Host
3294	Gastrointestinal tract
3294	Feces
3349	Terrestrial
3349	Soil
3366	Human intestinal microflora
3366	Host
3366	Gastrointestinal tract
3366	Feces
3391	Host
3401	Host
7098	Human intestinal microflora
7098	Host
7113	Soil
31254	Plant
31806	Food
31806	Dairy isolates
1173	Hot spring
1173	Aquatic
1183	Sea water
1183	Marine
1183	Aquatic
1214	Compost
5474	Host
5514	Host
5576	Human oral cavity
5576	Human
5576	Host
5580	Fresh water
5584	Host
91373	Root nodule
5641	Human oral cavity
5641	Host
5651	Human vaginal microflora
5651	Host
5653	Human vaginal microflora
5653	Host
5658	Human vaginal microflora
5658	Host
5674	Human
5674	Host
9620	Soil
9661	Soil
9661	Root nodule
9661	Plant root
9661	Host
3192	Fresh water
3222	Hot spring
3222	Aquatic
3249	Host
3271	Host
3271	Fresh water
9699	Host
9709	Host
9804	Fresh water
9852	Soil
9852	Root nodule
9852	Plant root
9852	Host
9887	Soil
9887	Root nodule
9887	Plant root
9887	Host
2122	Soda lakes
2122	Sediment
2122	Fresh water
2122	Aquatic
2127	Marine
2127	Aquatic
2130	Marine
2146	Host
2146	Endosymbiont
2209	Soil
2209	Nematode symbiont
2209	Nematode gut
2209	Host
2254	Human intestinal microflora
2254	Host
11585	Soil
8757	Human airways
8757	Host
8760	Human airways
8760	Host
8761	Human stomach
8761	Host
8789	Host
8791	Host
8792	Host
141802	Marine sediment
2366	Host
2426	Host
6456	Host
6530	Host
6541	Wetland
6541	Peat
6541	Bog
6541	Acidic wetlands
6569	Host
19852	Host
8865	Skin
8865	Human skin
8865	Host
8865	Fresh water
8894	Host
8900	Skin
8900	Human skin
8900	Host
8900	Fresh water
8904	Bioreactor
8955	Hydrothermal vent
8955	Deep sea
1289	Marine
1289	Hydrothermal vent
1289	Hot spring
1289	Deep sea
1289	Aquatic
1294	Human oral cavity
1294	Human airways
1294	Host
1304	Marine
1333	Soil
1336	Host
1371	Fresh water
1371	Aquatic
1404	Human intestinal microflora
1404	Host
1418	Human intestinal microflora
1418	Host
1439	Host
1439	Fresh water
6632	Oral cavity
6632	Host
6650	Marine
6650	Aquatic
6672	Soil
6672	Host
6679	Human intestinal microflora
6679	Human fecal
6679	Host
6679	Gastrointestinal tract
6679	Feces
6694	Human vaginal microflora
6694	Human oral cavity
6694	Human intestinal microflora
6694	Host
19915	Soil
19915	Host
642	Soil
642	Fresh water
652	Host
652	Fresh water
1476	Oral cavity
1476	Host
1488	Soil
1494	Host
5718	Host
5726	Host
5736	Host
5782	Host
5822	Host
5825	Host
5842	Host
99522	Groundwater
99522	Contaminated aquifer
99522	Aquifer
20100	Soil
20100	Host
19875	Soil
19875	Host
659	Host
662	Fresh water
687	Host
708	Soil
714	Soil
761	Host
5873	Ponds
5873	Fresh water
5873	Aquatic
5916	Host
10007	Host
102848	Soda lake
33268	Human oral cavity
33268	Host
767	Marine
767	Hydrothermal vent
4993	Host
5079	Plants
5093	Soil
5093	Sludge
5093	Host
5209	Human oral cavity
5209	Host
5221	Human airways
5221	Host
10084	Host
10092	Soil
10092	Root nodule
10092	Plant root
10092	Host
10160	Host
10160	Fresh water
10191	Soil
10191	Host
10191	Fresh water
10191	Food
2580	Host
2627	Soil
2627	Host
2686	Soil
5223	Human vaginal microflora
5223	Host
5224	Hot spring
5224	Aquatic
5229	Human oral cavity
5229	Host
9004	Host
9043	Host
9077	Host
9099	Host
1499	Host
6776	Human intestinal microflora
6776	Host
6776	Gastrointestinal tract
6776	Feces
6805	Human intestinal microflora
6805	Host
6805	Gastrointestinal tract
6805	Feces
6815	Human intestinal microflora
6815	Host
6832	Human intestinal microflora
6832	Host
6837	Ponds
6837	Aquatic
9261	Host
9335	Skin
9335	Human skin
9335	Host
9335	Fresh water
9357	Host
9375	Soil
9375	Human intestinal microflora
9375	Host
102861	Sludge
102861	Bioreactor
1552	Host
1620	Host
1633	Host
1641	Host
1654	Host
1673	Oral cavity
1673	Host
1687	Fresh water
1693	Surface water
1693	Marine
1693	Aquatic
6867	Human intestinal microflora
6867	Host
6884	Vagina
6884	Host
6896	Soil
6896	Host
6896	Fresh water
19933	Soil
19933	Host
1783	Host
5967	Hot spring
5967	Fresh water
5967	Aquatic
6004	Soil
6004	Aquatic
6035	Host
6065	Human vaginal microflora
6065	Host
6089	Human intestinal microflora
6089	Host
7639	Host
772	Host
784	Wastewater
784	Sludge
845	Host
868	Host
868	Fresh water
882	Human intestinal microflora
882	Host
882	Gastrointestinal tract
882	Feces
897	Human intestinal microflora
897	Host
897	Gastrointestinal tract
897	Feces
915	Human intestinal microflora
915	Host
915	Gastrointestinal tract
915	Feces
30161	Soil
30203	Soil
30203	Rhizosphere
30203	Host
30312	Fresh water
30312	Aquatic
34588	Soil
44776	Soil
11099	Fermented food product
11099	Dairy isolates
29419	Fresh water
29419	Aquatic
29444	Host
29460	Host
29464	Host
29482	Host
29521	Soil
75752	Skin
75752	Host
74694	Host
33532	Marine
44113	Host
30339	Soil
75790	Soil
95386	Soil
30483	Sediment
30507	Host
29606	Plant root
29606	Host
29633	Soil
29686	Host
29691	Soil
29728	Host
42166	Host
29736	Host
29765	Host
42300	Hydrocarbon contaminated soil
30846	Soil
72002	Plants
72002	Host
29152	Fresh water
29152	Aquatic
32890	Host
85276	Host
85276	Gastrointestinal tract
101185	Human
101185	Animal
43586	Fresh water
29795	Soil
42402	Host
42530	Host
29900	Host
29920	Soil
29962	Soil
29994	Soil
72558	Soil
72558	Fresh water
42552	Host
30857	Host
30896	Air
31000	Soil
29287	Sediment
29305	Soil
33130	Soil
31126	Hydrothermal vent
31126	Hot spring
31126	Aquatic
33189	Host
40247	Soil
40247	Rhizosphere
17375	Sea water
17375	Marine
17375	Aquatic
17554	Host
47349	Terrestrial
47349	Insect
47349	Host
20868	Oil fields
20876	Host
20876	Animal gastrointestinal tract
40821	Soil
32501	Soil
32512	Host
32627	Host
32670	Host
24991	Soil
26372	Soil
26541	Host
36947	Fresh water
36947	Aquatic
36963	Fresh water
36963	Aquatic
11790	Intestinal tract
11887	Lake
11887	Fresh water
11887	Aquatic
12995	Fresh water
13036	Sea water
13036	Marine
13036	Aquatic
13043	Sediment
13074	Surface water
13074	Marine
13074	Aquatic
13094	Fresh water
13100	Soil
31748	Plant root
31748	Host
16423	Soil
16423	Fresh water
16606	Intestinal tract
17670	Host
17787	Marine
17787	Aquatic
31753	Marine
31753	Aquatic
31781	Soil
36015	Arctic soil
21013	Terrestrial
21013	Soil
21025	Host
21065	Host
21252	Gastrointestinal tract
21267	Gastrointestinal tract
21340	Gastrointestinal tract
28815	Soil
26762	Biofilm
26817	Hydrothermal vent
26817	Hot spring
26817	Aquatic
26818	Host
26857	Aquatic
28926	Wastewater
28926	Sludge
32727	Host
32744	Host
32852	Host
11911	Host
11931	Host
26878	Marine
26878	Hot spring
26878	Aquatic
13102	Soil
13102	Rhizosphere
13104	Soil
13149	Host
13223	Air
13282	Plants
16652	Terrestrial
16675	Soil
16675	Marine
13289	Soil
13356	Pig
13356	Host
31874	Mud
31874	Fresh water
31874	Aquatic
24443	Host
24444	Host
24502	Wastewater
24502	Sewage plant
24502	Sewage
16847	Plants
16847	Host
21373	Wastewater
21373	Sludge
18204	Fresh water
24513	Host
11025	Human stomach
11025	Host
11030	Human stomach
11030	Host
11098	Fermented food product
11098	Dairy isolates
11103	Aquatic
11108	Human skin
11108	Host
11133	Pig gastrointestinal tract
11133	Pig
11133	Host
25821	Plant root
25821	Host
41197	Root nodule
11160	Soil
11160	Rhizosphere
11179	Host
25956	Wastewater
25956	Intestinal tract
25956	Host
12186	Soil
12186	Root nodule
12186	Rhizosphere
12212	Soil
12212	Root nodule
12212	Rhizosphere
12279	Oral cavity
12323	Rhizosphere
31243	Wetland
31243	Soil
31243	Marine
31243	Aquatic
31250	Aquatic
20496	Human oral cavity
20496	Host
20564	Human oral cavity
20564	Host
12475	Intestinal tract
17009	Host
17011	Host
20607	Host
32357	Hot spring
32357	Aquatic
32365	Plant
24882	Soil
24908	Soil
11313	Sediment
11313	Marine
11313	Aquatic
45186	Soil
11522	Fresh water
26179	Host
26179	Fresh water
26179	Aquatic
26180	Sediment
12495	Soil
12495	Host
12495	Fresh water
12512	Marine
12512	Host
12512	Gastrointestinal tract
12512	Fresh water
12512	Feces
12512	Aquatic
12577	Oral cavity
31435	Aquatic
31438	Host
31438	Aquatic
31460	Soil
31460	Rhizosphere
31460	Host
31465	Ponds
31465	Fresh water
31465	Aquatic
31506	Wastewater
31506	Sludge
31586	Host
16170	Fresh water
16170	Aquatic
12611	Oral cavity
3538	Host
3538	Gastrointestinal tract
3538	Feces
3544	Host
7316	Host
7363	Host
236	Terrestrial
236	Soil
1121	Human intestinal microflora
1121	Host
1121	Gastrointestinal tract
1121	Feces
1133	Human intestinal microflora
1133	Host
1177	Plants
1210	Soil
1221	Soil
1250	Fresh water
4758	Host
2640	Host
2680	Human airways
2680	Host
7418	Host
7501	Host
245	Fresh water
245	Aquatic
253	Host
253	Fresh water
262	Wastewater
262	Host
262	Fresh water
262	Food
305	Marine
305	Aquatic
346	Root nodule
346	Plant root
346	Host
355	Nasopharyngeal microflora
355	Host
364	Sediment
364	Fresh water
4765	Host
4777	Marine
4777	Host
4777	Fish
4778	Sediment
4778	Fresh water
4778	Aquatic
4813	Host
4825	Rumen
4825	Host
4851	Host
4875	Human intestinal microflora
4875	Host
4909	Host
6258	Human stomach
6258	Host
6303	Human stomach
6303	Host
6324	Sea water
6324	Marine
6324	Aquatic
6334	Host
6347	Human vaginal microflora
6347	Host
103637	Water
103637	Spacecraft
103637	Aquatic
24449	Host
474	Fresh water
475	Host
475	Fresh water
477	Human skin
477	Host
4243	Soil
4243	Host
4259	Host
4262	Wastewater
4262	Host
4273	Host
4273	Fresh water
4273	Aquatic
4307	Human intestinal microflora
4307	Human fecal
4307	Host
4318	Marine
4353	Human intestinal microflora
4353	Host
4926	Soil
9329	Soil
9329	Host
9329	Fresh water
9329	Food
9363	Soil
9574	Host
6420	Host
6484	Host
6503	Host
91456	Pig gastrointestinal tract
91456	Host
103649	Soil
3548	Host
3560	Host
3566	Sediment
3566	Mud
3566	Aquatic
4378	Soil
4378	Sea water
4378	Mud
4378	Fresh water
4378	Animal gastrointestinal tract
4393	Host
4406	Wastewater
4406	Aquatic
8321	Host
8334	Surface water
8334	Marine
8334	Host
8335	Human airways
8335	Host
8376	Host
13973	Sediment
13973	Fresh water
13973	Aquatic
13980	Sea water
13980	Marine
13980	Aquatic
14014	Soil
18694	Host
19743	Soil
19743	Host
19751	Soil
19751	Host
102841	Soda lake
102846	Hydrothermal sediment
3575	Host
3575	Endosymbiont
3578	Host
3584	Host
3593	Human vaginal microflora
3593	Host
3593	Air
3599	Host
3638	Human intestinal microflora
3638	Host
3662	Host
3662	Gastrointestinal tract
3662	Feces
7512	Host
8389	Sediment
8389	Marine
8389	Fresh water
8402	Host
8414	Host
8429	Soil
8429	Host
8429	Fresh water
8429	Food
8443	Host
8509	Host
9614	Host
21672	Host
27306	Sediment
27457	Soil
27474	Soil
2814	Sulfur spring
2885	Fresh water
7527	Respiratory tract
7527	Host
7549	Host
7591	Host
7669	Human intestinal microflora
7669	Host
7683	Host
7708	Plants
7752	Host
7768	Human intestinal microflora
7768	Host
103362	Gastrointestinal tract
502	Wine
502	Plants
502	Fruits
502	Beer
517	Host
27581	Ponds
27581	Aquatic
13697	Milk
13697	Host
13721	Host
13721	Fresh water
13721	Aquatic
13855	Host
2948	Human intestinal microflora
2948	Host
2948	Gastrointestinal tract
2948	Feces
3071	Desert soil
6504	Host
7804	Host
529	Host
533	Soil
533	Host
533	Fresh water
533	Biofilm
557	Host
579	Host
582	Fresh water
674	Host
677	Soil
677	Mud
677	Marine
677	Aquatic
734	Marine
734	Deep sea
18898	Insect
18898	Host
18904	Soil
18904	Intestinal tract
18904	Host
18904	Fresh water
18904	Aquatic
6585	Soil
6585	Host
6608	Soil
6608	Host
6646	Marine
6646	Human intestinal microflora
6646	Host
6646	Gastrointestinal tract
6646	Feces
6774	Host
6855	Human intestinal microflora
6855	Host
16389	Host
16389	Aquatic
7737	Host
773	Host
4462	Host
4477	Human intestinal microflora
4477	Host
4481	Host
4494	Host
4494	Bird
4525	Oral cavity
4525	Host
4545	Host
4548	Human intestinal microflora
4548	Host
4587	Soil
5796	Host
5796	Fresh water
5859	Soil
5875	Wastewater
5908	Host
5908	Gastrointestinal tract
5944	Human vaginal microflora
5944	Host
6073	Human vaginal microflora
6073	Host
99448	Host
99448	Beetle gut
91463	Birds intestinal microflora
3681	Sewage plant
3718	Marine
3718	Fresh water
3718	Aquatic
3778	Host
3778	Fresh water
4589	Soil
4598	Soil
4614	Host
4616	Host
8554	Human intestinal microflora
8554	Host
8570	Host
8629	Skin
8629	Human skin
8629	Host
8629	Fresh water
8641	Sludge
10723	Host
10723	Fresh water
10725	Host
10725	Fresh water
10788	Host
10788	Fresh water
10839	Human stomach
10839	Host
10842	Human stomach
10842	Host
10853	Human stomach
10853	Host
10866	Human stomach
10866	Host
10914	Host
10915	Host
3827	Soil
3827	Host
3828	Soil
3828	Host
3834	Human intestinal microflora
3834	Host
3886	Acid mine drainage
3896	Hydrothermal vent
3927	Human intestinal microflora
3927	Host
3927	Gastrointestinal tract
7818	Host
7829	Host
7869	Host
8740	Marine
8740	Host
8740	Fish
8845	Soil
8845	Human intestinal microflora
8845	Host
12988	Cellulosic substrates
3195	Fresh water
3229	Surface water
3229	Sediment
3229	Marine
7874	Marine
7874	Host
7881	Host
7903	Soil
7905	Host
7932	Host
7959	Soil
7968	Host
7980	Human intestinal microflora
7980	Host
103625	Marine
103625	Algae
783	Host
2187	Marine
2187	Host
2187	Fresh water
2187	Aquatic
2210	Host
2253	Human intestinal microflora
2253	Host
2269	Human
2269	Host
2270	Mine
2321	Host
2321	Hindgut
2321	Hind-gut of cockroaches
2321	Cockroach
3254	Human intestinal microflora
3254	Human fecal
3254	Host
3254	Gastrointestinal tract
3254	Feces
3277	Host
3290	Host
3295	Human intestinal microflora
3295	Human fecal
3295	Host
3295	Gastrointestinal tract
3295	Feces
6978	Host
6990	Host
6994	Host
32062	Soil
105989	Fresh water
89907	Soil
789	Marine
789	Hydrothermal vent
789	Hot spring
789	Aquatic
792	Urogenital tract
792	Host
794	Wastewater
794	Soil
794	Host
864	Host
864	Fresh water
2394	Soil
2394	Host
2394	Animal manure
2454	Human skin
2454	Host
2468	Host
6109	Host
6109	Aquatic
6146	Human vaginal microflora
6146	Host
6147	Human vaginal microflora
6147	Host
6194	Human vaginal microflora
6194	Host
7008	Host
7008	Fresh water
7030	Soil
7141	Host
7197	Human intestinal microflora
7197	Host
7224	Host
5	Hot spring
5	Aquatic
39	Host
50	Marine
50	Hot spring
50	Aquatic
85	Marine
85	Hydrothermal vent
85	Deep sea
85	Aquatic
131	Host
167	Soil
167	Sediment
167	Ponds
167	Host
167	Fresh water
167	Blood
167	Aquatic
1042	Intestinal tract
1042	Host
4629	Human oral cavity
4629	Host
4645	Human oral cavity
4645	Host
4648	Human oral cavity
4648	Host
4664	Wastewater
4664	Soil
4664	Host
4666	Skin
4666	Human skin
4666	Host
4680	Human skin
4680	Host
4686	Ponds
4686	Fresh water
4686	Aquatic
4690	Human intestinal microflora
4690	Human fecal
4690	Host
4693	Human skin
4693	Host
6216	Human vaginal microflora
6216	Host
6221	Human vaginal microflora
6221	Host
6224	Human vaginal microflora
6224	Host
6225	Human vaginal microflora
6225	Host
6226	Human skin
6226	Host
10987	Host
11004	Host
199	Respiratory tract
199	Host
3952	Wastewater
3952	Soil
3952	Host
3995	Host
3996	Host
3996	Gastrointestinal tract
3996	Feces
4022	Soil
4022	Host
4022	Fresh water
4060	Human nasopharyngeal microflora
4060	Host
4702	Human skin
4702	Host
4731	Human vaginal microflora
4731	Host
4753	Human skin
4753	Host
8975	Host
9000	Host
9062	Host
9079	Host
9149	Host
9154	Host
11056	Human stomach
11056	Host
11118	Soil
11188	Marine
11188	Hydrothermal vent
11188	Hot spring
11188	Aquatic
3316	Human intestinal microflora
3316	Host
3316	Gastrointestinal tract
3316	Feces
3325	Host
4102	Human vaginal microflora
4102	Host
4172	Host
4201	Soil
4201	Host
4208	Marine
4208	Aquatic
4213	Marine
4213	Host
8003	Marine
8044	Host
9197	Soil
9197	Rhizosphere
9197	Host
9221	Host
9229	Host
9258	Host
9314	Host
9315	Host
89991	Human
89991	Host
3327	Soil
3348	Host
3353	Human intestinal microflora
3353	Host
3360	Human intestinal microflora
3360	Human fecal
3360	Host
3360	Gastrointestinal tract
3360	Feces
3363	Human intestinal microflora
3363	Human fecal
3363	Host
3363	Gastrointestinal tract
3363	Feces
3390	Host
3465	Urogenital tract
3465	Host
3503	Human intestinal microflora
3503	Host
3503	Gastrointestinal tract
3503	Feces
8087	Human intestinal microflora
8087	Host
8184	Human intestinal microflora
8184	Host
8219	Human intestinal microflora
8219	Host
8248	Human intestinal microflora
8248	Host
1085	Soil
1093	Intestinal tract
1093	Host
1109	Soil
13022	Marine
13022	Host
13022	Fish
13290	Human
13290	Host
1613	Host
1642	Host
1652	Host
1696	Marine
1696	Aquatic
1764	Soil
1764	Fruits
1858	Host
