ORGANISM_ID	TERM
28550	Root nodule
28576	Soil
44078	Host
44112	Host
44112	Bird
40321	Host
29716	Host
10809	Human stomach
10809	Host
29972	Soil
29993	Soil
27629	Sediment
27629	Aquatic
27636	Sediment
27636	Aquatic
42583	Meat food product
42937	Wastewater treatment plant
34091	Wastewater
34091	Sludge
31063	Soil
31081	Soil
31081	Rhizosphere
27698	Plant root
27698	Host
27806	Aquatic
145611	Sponge
42686	Soil
42754	Soil
34317	Host
31082	Marine
31082	Aquatic
31138	Aquatic
31190	Soil
31296	Sediment
28667	Host
28706	Soil
28857	Hot spring
28857	Aquatic
36828	Soil
36828	Desert soil
145618	Plant symbiont
33245	Soil
145801	Mollusca
30116	Soil
30145	Plant symbiont
30145	Host
30236	Plant root
30236	Host
30271	Soil
30271	Rhizosphere
30271	Host
30279	Host
145803	Mollusca
145805	Mollusca
30349	Host
27020	Soil
27022	Aquatic
31331	Fresh water
31331	Aquatic
21589	Host
5038	Host
5099	Human intestinal microflora
5099	Host
5138	Soil
5146	Ectomycorrhizal
5160	Host
5170	Host
146111	Plant root
28802	Sediment
26581	Host
26595	Sediment
26620	Aquatic
26650	Soil
9414	Soil
9414	Human intestinal microflora
9414	Host
9448	Soil
9448	Human intestinal microflora
9448	Host
9577	Host
9587	Soil
9587	Root nodule
9587	Plant root
9587	Host
9587	Fresh water
9587	Aquatic
9588	Soil
9588	Root nodule
9588	Plant root
9588	Host
28994	Soil
29004	Soil
29035	Host
30114	Soil
30176	Soil
30208	Soil
30208	Rhizosphere
27451	Sediment
27524	Host
27558	Soil
27566	Sediment
27566	Hot spring
27566	Aquatic
9625	Soil
9625	Root nodule
9625	Plant root
9625	Host
9628	Soil
9628	Root nodule
9628	Plant root
9628	Host
13827	Sediment
13827	Fresh water
13827	Aquatic
13882	Hot spring
13882	Aquatic
13924	Wastewater treatment plant
13924	Mud
13924	Marine
13924	Aquatic
13966	Sand
20452	Aquatic
20561	Wetland
20561	Soil
20561	Bog
20631	Host
30220	Host
30220	Aquatic
23231	Wastewater
23231	Soil
23231	Host
23231	Fresh water
14007	Cave
14038	Soil
14038	Rhizosphere
1113	Fresh water
1113	Aquatic
1116	Soil
1241	Soil
1242	Marine
1347	Host
20721	Host
20721	Aquatic
20734	Host
20735	Host
25851	Plant root
25851	Host
30858	Soil
30860	Gastrointestinal tract
30860	Feces
30953	Soil
30987	Air
30993	Fresh water
30993	Aquatic
1349	Soil
1349	Host
1363	Host
1416	Human intestinal microflora
1416	Human
1416	Host
1442	Host
1442	Fresh water
1455	Host
1462	Host
1462	Fresh water
1493	Oral cavity
1493	Host
5182	Human oral cavity
5182	Host
5237	Human intestinal microflora
5237	Host
25897	Plant root
25897	Host
29219	Aquatic
26797	Host
31039	Fresh water
31039	Aquatic
5290	Human oral cavity
5290	Host
5292	Human oral cavity
5292	Host
5301	Host
5301	Gastrointestinal tract
5301	Feces
5309	Human skin
5309	Human airways
5309	Host
5319	Human skin
5319	Host
5341	Human airways
5341	Host
5421	Human oral cavity
5421	Host
5425	Human oral cavity
5425	Host
29247	Mud
29247	Fresh water
29247	Aquatic
29295	Sediment
29295	Fresh water
29295	Aquatic
29347	Host
26960	Host
26964	Host
30358	Host
23294	Ponds
23294	Aquatic
27700	Soil
27745	Plant root
27745	Host
27794	Gastrointestinal tract
27794	Feces
27817	Soil
9700	Host
9722	Human intestinal microflora
9722	Host
9786	Soil
9786	Root nodule
9786	Plant root
9786	Host
9819	Surface water
9819	Fresh water
9855	Host
9889	Soil
9889	Root nodule
9889	Plant root
9889	Host
9915	Wastewater
9915	Sludge
20874	Host
20874	Animal gastrointestinal tract
145836	Hot spring
30409	Biofilm
30416	Soil
30416	Fresh water
30416	Aquatic
16803	Plants
16873	Fermented food product
8896	Human intestinal microflora
8896	Host
8897	Soil
8897	Host
8903	Skin
8903	Human skin
8903	Host
8903	Fresh water
8954	Hydrothermal vent
8954	Deep sea
13350	Host
13351	Human
13351	Host
13357	Host
13438	Sediment
9939	Host
14119	Mud
14155	Wastewater treatment plant
14155	Sludge
14192	Meat food product
14215	Gastrointestinal tract
14220	Plants
14247	Gastrointestinal tract
21089	Fresh water
21089	Aquatic
21124	Soil
21124	Rhizosphere
21124	Host
26038	Hot spring
26038	Aquatic
26059	Host
861	Fresh water
17072	Sea water
22366	Plants
22366	Host
13456	Plants
13489	Host
13531	Cellulosic substrates
13605	Insect
13605	Host
13605	Aquatic
439	Terrestrial
439	Soil
441	Terrestrial
441	Soil
441	Host
508	Soil
508	Host
14252	Gastrointestinal tract
14297	Gastrointestinal tract
1534	Intestinal tract
1534	Host
1564	Soil
1564	Intestinal tract
1564	Host
1564	Fresh water
1564	Food
1564	Fish food product
1579	Marine
1579	Aquatic
1587	Marine
1600	Marine
1600	Deep sea
1629	Host
26184	Fresh water
26184	Aquatic
26236	Soil
26286	Plant root
26286	Host
29437	Soil
29473	Sediment
511	Host
513	Fresh water
513	Aquatic
540	Host
547	Soil
547	Host
606	Host
607	Marine
607	Hydrothermal vent
723	Hot spring
723	Fresh water
1630	Host
1694	Soil
1694	Fresh water
1776	Marine
1839	Host
1840	Marine
1840	Aquatic
5498	Oral cavity
5498	Host
5513	Human airways
5513	Host
5546	Human skin
5546	Host
5559	Oral cavity
5559	Human airways
5559	Host
29568	Soil
29605	Soil
29690	Soil
29707	Soil
27134	Host
4779	Sea water
4779	Marine
4779	Aquatic
4828	Human intestinal microflora
4828	Host
4830	Human intestinal microflora
4830	Host
4856	Sea water
4856	Marine
4856	Aquatic
4930	Soil
5631	Host
5690	Soil
5690	Host
5690	Fresh water
5690	Food
5717	Host
5769	Host
10004	Host
33982	Wastewater treatment plant
34041	Soil
21205	Host
30563	Soil
30564	Host
4961	Mollusca
4961	Host
9092	Host
9151	Host
9192	Host
9223	Host
9227	Host
9230	Host
9283	Host
9291	Host
10125	Host
10161	Host
10161	Fresh water
10248	Wastewater
10248	Host
21219	Gastrointestinal tract
21243	Gastrointestinal tract
21299	Gastrointestinal tract
21378	Host
26334	Soil
9301	Host
9358	Plants
13626	Wood
13626	Plants
13629	Meat food product
13665	Marine
13665	Host
13665	Aquatic
13666	Meat food product
13703	Marine
13703	Host
13703	Aquatic
32921	Host
26369	Hot spring
26369	Aquatic
26406	Soil
26416	Soil
26501	Soil
22847	Soil
13712	Air
13759	Soil
13797	Terrestrial
727	Nasopharyngeal microflora
727	Host
788	Host
866	Host
894	Human intestinal microflora
894	Host
894	Gastrointestinal tract
894	Feces
33081	Host
33119	Host
29942	Ponds
29942	Fresh water
29942	Aquatic
29964	Soil
30019	Host
30047	Soil
27285	Soil
27295	Wetland
27295	Soil
27327	Fresh water
27327	Aquatic
989	Human oral cavity
989	Human
989	Host
1044	Host
1102	Marine
4994	Host
4994	Food
34319	Host
34334	Soil
30663	Hot spring
30663	Aquatic
17274	Host
6642	Wetland
6642	Bog
6664	Soil
6664	Host
6696	Host
6750	Pig
6750	Host
6752	Host
6756	Rice paddies
6791	Human intestinal microflora
6791	Host
6791	Gastrointestinal tract
6791	Feces
6841	Sediment
6841	Fresh water
6841	Aquatic
6866	Human intestinal microflora
6866	Host
12056	Human stomach
12063	Wastewater
12063	Soil
12063	Aquatic
12140	Oral cavity
12152	Root nodule
12216	Soil
12216	Rhizosphere
12240	Soil
212	Sludge
212	Host
212	Fresh water
212	Aquatic
4276	Hot spring
4276	Fresh water
4298	Host
4313	Soil
4313	Sea water
4313	Mud
4313	Fresh water
4313	Animal gastrointestinal tract
4336	Human intestinal microflora
4336	Host
4358	Sediment
4358	Fresh water
4358	Aquatic
4434	Human airways
4434	Host
4493	Pig
4493	Host
1861	Host
1862	Host
1865	Host
1866	Host
1882	Soil
1882	Host
1882	Fresh water
1882	Food
6911	Plants
6911	Host
11027	Human stomach
11027	Host
11031	Human stomach
11031	Host
11064	Human stomach
11064	Host
11134	Intestinal tract
11134	Host
95053	Host
95053	Bovine
3520	Host
3535	Host
4496	Host
4496	Bird
4501	Mud
8455	Mud
8455	Marine
8455	Host
8545	Skin
8545	Human skin
8545	Host
8545	Fresh water
1890	Marine
1890	Aquatic
1897	Wastewater
1897	Sludge
1897	Fresh water
1915	Fresh water
1940	Host
1943	Host
1961	Soil
1961	Plant symbiont
1961	Host
5858	Wastewater
5858	Sludge
5893	Soil
11220	Compost
11295	Mammalian gastrointestinal tract
11295	Human intestinal microflora
11295	Birds intestinal microflora
15989	Hot spring
15989	Fresh water
3549	Marine
3549	Host
3549	Aquatic
3641	Human intestinal microflora
3641	Human fecal
3641	Host
3641	Gastrointestinal tract
3641	Feces
3649	Marine
3649	Hydrothermal vent
3649	Hydrothermal sediment
3649	Deep sea
3656	Hot spring
3656	Fresh water
3672	Host
3672	Gastrointestinal tract
3672	Feces
7779	Host
8576	Marine
8594	Host
103158	Soil
8671	Fresh water
8680	Host
8700	Fresh water
13070	Wetland
13070	Bog
13084	Sea water
13084	Marine
13084	Aquatic
13103	Human
13103	Host
5925	Skin
5925	Human skin
5925	Host
5925	Fresh water
5985	Oral cavity
5985	Host
6029	Host
6085	Vagina
6085	Human oral cavity
6085	Host
6166	Human vaginal microflora
6166	Host
2600	Soil
2641	Host
2673	Host
7795	Host
7805	Host
7816	Host
7871	Host
7886	Human intestinal microflora
7886	Host
7887	Human intestinal microflora
7887	Host
7906	Soil
7915	Human intestinal microflora
7915	Host
13107	Plants
13188	Fresh water
13188	Aquatic
13227	Soil
13249	Soil
13249	Saline soil
13305	Soil
219	Human intestinal microflora
219	Host
238	Marine
238	Deep sea
238	Aquatic
10291	Soil
10291	Host
10291	Fresh water
10291	Food
10313	Soil
10313	Host
10313	Fresh water
10318	Soil
10318	Host
10318	Fresh water
10318	Food
10332	Host
10332	Fresh water
10391	Host
10405	Host
10405	Fresh water
2700	Host
2851	Human
2851	Host
2871	Fresh water
6971	Host
7983	Human intestinal microflora
7983	Host
7998	Soil
12259	Plants
12260	Plants
12406	Oral cavity
12418	Marine
12418	Host
12418	Fresh water
4725	Host
4730	Human vaginal microflora
4730	Host
4747	Human skin
4747	Host
8709	Skin
8709	Human skin
8709	Host
8709	Fresh water
8741	Host
8767	Host
8775	Marine
8775	Aquatic
14856	Sediment
14856	Fresh water
14856	Aquatic
7051	Human intestinal microflora
7051	Host
7075	Host
7199	Human intestinal microflora
7199	Host
7217	Host
12487	Marine
12503	Host
246	Intestinal tract
246	Host
303	Lymph nodes
303	Host
304	Fresh water
304	Aquatic
311	Marine
311	Aquatic
15086	Marine
15086	Hot spring
15086	Fresh water
15086	Aquatic
1974	Nasopharyngeal microflora
1974	Host
1979	Nasopharyngeal microflora
1979	Host
2006	Wastewater
2006	Host
2042	Host
2073	Host
2076	Host
11311	Human oral cavity
11311	Host
11311	Gastrointestinal tract
11315	Host
11317	Host
11326	Marine
11326	Aquatic
3685	Marine
3685	Deep sea
3685	Aquatic
3726	Soil
3726	Host
3728	Host
3760	Soil
3760	Host
436	Host
4511	Oral cavity
4511	Host
4516	Human intestinal microflora
4516	Host
4573	Host
4601	Soil
4670	Host
4692	Host
2152	Surface water
2152	Marine
2154	Host
2175	Host
2175	Fresh water
2184	Host
2184	Fresh water
2193	Surface water
2193	Marine
6198	Human vaginal microflora
6198	Host
6205	Human vaginal microflora
6205	Host
16221	Soil
16221	Root nodule
16221	Host
3766	Human oral cavity
3766	Human
3766	Host
3786	Root nodule
3786	Plant root
3786	Host
3789	Host
3792	Host
3840	Soil
3934	Host
3964	Soil
3994	Human vaginal microflora
3994	Host
8073	Host
6322	Human vaginal microflora
6322	Host
6342	Human vaginal microflora
6342	Host
6354	Hot spring
6354	Aquatic
6358	Hot spring
6358	Fresh water
6387	Human oral cavity
6387	Host
10465	Host
2962	Host
3040	Marine
8089	Human intestinal microflora
8089	Host
8212	Human intestinal microflora
8212	Host
10469	Host
10513	Host
10514	Sediment
10544	Host
10597	Soil
10597	Root nodule
10597	Plant root
10597	Host
10620	Soil
10620	Root nodule
10620	Plant root
10620	Host
10656	Human stomach
10656	Host
3161	Host
7241	Soil
7241	Host
7244	Soil
7244	Host
7257	Host
12529	Oral cavity
12565	Host
12647	Oral cavity
12651	Oral cavity
12727	Host
15084	Hot spring
15084	Aquatic
15268	Marine
15268	Hydrothermal vent
15268	Hot spring
15268	Deep sea
15268	Aquatic
15282	Soil
15282	Fresh water
15282	Aquatic
2216	Host
7284	Fresh water
7284	Aquatic
7287	Human oral cavity
7287	Host
7384	Rhizosphere
7384	Ponds
7384	Plant root
7384	Fresh water
7384	Aquatic
7400	Host
7425	Soil
7425	Host
7436	Soil
7436	Plant root
7436	Host
7457	Host
7464	Host
7477	Host
11588	Soil
11588	Rhizosphere
3747	Host
11054	Human stomach
11054	Host
2223	Host
2226	Host
2230	Human skin
2230	Host
2232	Fresh water
2286	Soil
2286	Sediment
2286	Host
2286	Fresh water
2286	Aquatic
2291	Marine
2291	Aquatic
2294	Mud
2294	Fresh water
11593	Wastewater
11593	Soil
11738	Intestinal tract
11817	Sediment
11930	Desert soil
3999	Host
4055	Soil
4055	Host
4055	Fresh water
4064	Soil
4064	Host
4064	Fresh water
4064	Food
4065	Host
4134	Sediment
4134	Fresh water
4178	Human oral cavity
4178	Host
6454	Host
6480	Fresh water
6520	Host
6559	Soil
6559	Host
6566	Human intestinal microflora
6566	Host
6566	Gastrointestinal tract
6566	Feces
4219	Human skin
4219	Host
4235	Host
4265	Human oral cavity
4265	Human intestinal microflora
4265	Host
8277	Human vaginal microflora
8277	Host
8284	Soft tissue
8284	Nematode symbiont
8284	Insect gut
8284	Host
8284	Blood
8295	Host
19864	Soil
19864	Host
50820	Forest soil
102890	Marine
6580	Human intestinal microflora
6580	Host
6625	Human intestinal microflora
6625	Human fecal
6625	Host
6635	Soil
10662	Human stomach
10662	Host
10698	Host
10698	Fresh water
10716	Host
10727	Host
10727	Fresh water
10745	Host
10745	Fresh water
3231	Marine
3231	Aquatic
3248	Host
3269	Host
3285	Host
3289	Host
3323	Terrestrial
3323	Soil
3358	Human intestinal microflora
3358	Human fecal
3358	Host
3358	Gastrointestinal tract
3358	Feces
8380	Host
8400	Host
8417	Host
8418	Host
12809	Plants
71998	Plants
71998	Host
10899	Host
10953	Human airways
10953	Host
10991	Host
10992	Host
10992	Fresh water
3417	Host
3443	Hot spring
3443	Fresh water
3443	Aquatic
3445	Host
3445	Food
7480	Host
7491	Respiratory tract
7491	Host
7506	Host
7519	Host
12871	Human abscess
12871	Host
13013	Marine
13013	Host
13013	Aquatic
15729	Fresh water
15729	Aquatic
15755	Soil
15755	Intestinal tract
15755	Host
15755	Fresh water
15755	Aquatic
2367	Human
2367	Host
7632	Host
7665	Human intestinal microflora
7665	Host
7716	Host
7742	Host
7754	Host
7770	Host
15	Wastewater
15	Soil
15	Sludge
15	Oil fields
15	Host
15	Fresh water
23	Terrestrial
23	Soil
43	Marine
43	Host
43	Fresh water
48	Wastewater
48	Host
61	Human intestinal microflora
61	Host
66	Marine
66	Hydrothermal vent
66	Hot spring
66	Aquatic
88	Terrestrial
88	Soil
123	Soil
123	Host
123	Fresh water
14527	Sediment
2473	Host
2509	Soil
2509	Host
2579	Host
37640	Host
97305	Terrestrial
97305	Sediment
21613	Host
36605	Plants
36605	Host
40052	Aquaculture
40052	Animal gastrointestinal tract
23806	Soil
72743	Host
43397	Honey bee Larva
103417	Soil
3456	Compost
3456	Cellulosic substrates
36878	Feces
95048	Rumen
95048	Host
95048	Bovine
42494	Aquaculture
42494	Animal gastrointestinal tract
42494	Animal facility
42553	Host
13246	Soda lakes
13246	Aquatic
2	Hot spring
2	Fresh water
2	Aquatic
20	Sediment
20	Fresh water
31	Host
36042	Built environment
42756	Soil
42802	Soil
42371	Soil
103697	Host
103697	Blood
103379	Glacier
103379	Arctic
75	Host
75	Gastrointestinal tract
75	Feces
47895	Fish
13990	Sand
13825	Sediment
13825	Marine
13825	Aquatic
94	Marine
94	Host
122	Host
170	Host
170	Endophyte
181	Wastewater
202	Sediment
202	Marine
202	Hot spring
202	Aquatic
208	Host
259	Soil
259	Ponds
259	Host
259	Aquatic
14479	Host
267	Wastewater
267	Sludge
267	Fresh water
31779	Soil
31867	Sediment
31867	Fresh water
31867	Aquatic
18756	Host
18756	Bovine
19012	Soil
19012	Host
39841	Terrestrial
39841	Host
40001	Host
40001	Ascidian
28148	Host
28259	Sediment
28259	Fresh water
28259	Aquatic
44780	Snail
49799	Marine sponge
31993	Soil
19172	Freshwater ponds
19226	Soil
40050	Aquaculture
40050	Animal gastrointestinal tract
19422	Human oral cavity
19422	Host
24503	Host
31041	Ponds
31041	Aquatic
31115	Wastewater
31115	Sludge
28400	Marine
28400	Aquatic
28413	Soil
45084	Bird
18407	Host
23398	Host
23483	Soil
23513	Host
34984	Host
23514	Host
23589	Ponds
23589	Mud
23589	Aquatic
23597	Host
19637	Host
19698	Soil
19698	Host
19735	Soil
19735	Host
19776	Host
24772	Pig
24772	Host
27941	Soil
27958	Soil
27971	Soil
27971	Marine
27971	Aquatic
27992	Aquatic
24854	Soil
24891	Wastewater
24891	Intestinal tract
24891	Host
24964	Sediment
31488	Soil
31582	Soil
71990	Plants
71990	Host
28669	Soil
28731	Soil
32530	Wastewater
32530	Sludge
32583	Host
23657	Soil
32838	Wastewater
32838	Sludge
19893	Host
19914	Soil
19914	Host
35299	Host
23712	Host
23720	Host
28029	Sediment
28029	Ponds
28029	Aquatic
19988	Host
20050	Soil
20050	Host
20076	Host
20090	Soil
20090	Host
20099	Soil
20099	Host
44074	Soda lakes
44074	Aquatic
28032	Root nodule
28032	Plant root
28032	Host
28076	Fresh water
28076	Aquatic
28110	Sediment
10604	Rhizosphere
10619	Soil
10619	Host
10619	Fresh water
10717	Host
10760	Host
10760	Fresh water
10789	Host
10789	Fresh water
10822	Human stomach
10822	Host
26424	Aquatic
5272	Human oral cavity
5272	Host
5315	Human skin
5315	Host
5317	Skin
5317	Human skin
5317	Host
5331	Human oral cavity
5331	Host
40499	Marine
9610	Soil
9610	Root nodule
9610	Plant root
9610	Host
15219	Soil
2833	Soil
2841	Fresh water
6974	Host
26569	Mud
26569	Fresh water
26569	Aquatic
26597	Marine
26597	Aquatic
26665	Saline lake
26665	Ponds
26665	Aquatic
30094	Fresh water
30094	Aquatic
30117	Sediment
30119	Soil
9775	Host
9839	Human intestinal microflora
9839	Host
14150	Sediment
14150	Hypersaline lakes
14150	Aquatic
1760	Marine
1760	Host
1760	Aquatic
1798	Soil
1798	Host
1798	Fresh water
1802	Soil
1835	Marine
1835	Hot spring
1835	Fresh water
1835	Aquatic
1838	Host
1911	Ponds
1911	Fresh water
1911	Aquatic
1918	Fresh water
1918	Aquatic
7074	Sea water
7074	Marine
7074	Hypersaline lakes
7074	Aquatic
7092	Host
7094	Human intestinal microflora
7094	Host
7118	Sediment
7118	Fresh water
7118	Aquatic
7175	Human intestinal microflora
7175	Host
7194	Human intestinal microflora
7194	Host
7286	Human oral cavity
7286	Host
7302	Host
30151	Soil
14189	Soil
14189	Rhizosphere
14196	Soil
14224	Plants
14232	Soil
14232	Sediment
14232	Host
14232	Fresh water
887	Human intestinal microflora
887	Host
887	Gastrointestinal tract
887	Feces
1981	Host
1988	Human intestinal microflora
1988	Host
2029	Host
6112	Marine
6128	Human stomach
6128	Host
6189	Human vaginal microflora
6189	Host
6199	Human vaginal microflora
6199	Host
6232	Human skin
6232	Host
6276	Human vaginal microflora
6276	Host
7312	Host
15628	Sediment
15628	Salt marsh
15628	Hypersaline sediment
15628	Aquatic
12190	Soil
12190	Root nodule
12190	Rhizosphere
12209	Soil
12209	Rhizosphere
12228	Plants
12228	Host
26761	Biofilm
26781	Soil
26802	Soil
26895	Soil
26933	Soil
893	Human intestinal microflora
893	Human fecal
893	Host
893	Groundwater
905	Human intestinal microflora
905	Host
905	Gastrointestinal tract
905	Feces
914	Human intestinal microflora
914	Host
918	Human intestinal microflora
918	Host
918	Gastrointestinal tract
918	Feces
1005	Soil
1035	Host
1057	Host
1088	Soil
1088	Host
1104	Marine
6280	Host
6280	Gastrointestinal tract
6294	Host
6330	Host
6355	Soil
10824	Human stomach
10824	Host
10828	Human stomach
10828	Host
10873	Host
10886	Host
12261	Plants
16333	Host
16378	Soil
16441	Host
1105	Marine
1105	Fresh water
1111	Marine
1111	Hydrothermal vent
1111	Hot spring
1111	Aquatic
5344	Skin
5344	Human skin
5344	Host
5345	Human airways
5345	Host
5406	Human oral cavity
5406	Host
5443	Human oral cavity
5443	Host
5521	Human skin
5521	Host
10920	Host
10920	Fresh water
10961	Host
10980	Host
10980	Fresh water
11032	Human stomach
11032	Host
11043	Host
11043	Fresh water
2993	Skin
2993	Host
3163	Host
5531	Human airways
5531	Host
5579	Host
5582	Host
5589	Human airways
5589	Host
9842	Human intestinal microflora
9842	Host
9850	Soil
9850	Root nodule
9850	Plant root
9850	Host
15329	Aquatic
2030	Human skin
2030	Host
3262	Host
3275	Host
3337	Host
3337	Gastrointestinal tract
3337	Feces
3367	Human intestinal microflora
3367	Host
3367	Gastrointestinal tract
3367	Feces
7350	Soil
7350	Root nodule
7350	Plant root
7350	Host
7450	Terrestrial
7450	Host
7450	Gastrointestinal tract
7450	Feces
30200	Wastewater
30200	Sludge
30200	Host
30306	Soil
30306	Sand
30353	Soil
10127	Soil
10127	Root nodule
10127	Plant root
10127	Host
10172	Soil
10172	Host
10172	Fresh water
2040	Host
2043	Host
2135	Marine
2160	Skin
2160	Host
2185	Host
2185	Fresh water
7476	Host
7488	Human intestinal microflora
7488	Host
7489	Respiratory tract
7489	Host
7552	Host
7584	Host
7592	Host
9219	Host
9228	Host
9265	Soil
9265	Plants
9269	Soil
9269	Host
9269	Fresh water
9269	Food
13602	Aquatic
13620	Host
13638	Plants
13640	Wetland
13640	Bog
13737	Host
14558	Host
1148	Oral cavity
1148	Human airways
1148	Host
1155	Human intestinal microflora
1155	Human fecal
1155	Host
1176	Human
1176	Host
2262	Host
6401	Human stomach
6401	Host
6406	Oral cavity
6406	Host
6442	Plants
6442	Host
6457	Soil
6460	Intestinal tract
6460	Host
12367	Oral cavity
12395	Stagnant water
12395	Ponds
12395	Lake
12400	Oral cavity
12413	Oral cavity
12480	Host
12556	Host
12558	Host
13756	Soil
13756	Compost
13818	Bioreactor
274	Soil
289	Soil
289	Host
289	Fresh water
293	Soil
293	Sediment
293	Fresh water
293	Aquatic
7894	Human intestinal microflora
7894	Host
300	Host
316	Sediment
316	Marine
316	Aquatic
1180	Human nasopharyngeal microflora
1180	Human
1180	Host
1189	Oil fields
1190	Hot spring
1190	Aquatic
1285	Host
1285	Bovine
1318	Human
1318	Host
1318	Bird
1350	Soil
5590	Human airways
5590	Host
5596	Human skin
5596	Host
6521	Host
6545	Human intestinal microflora
6545	Host
6574	Host
11125	Soil
11125	Intestinal tract
11125	Host
11125	Fresh water
11125	Food
11189	Host
11189	Gastrointestinal tract
11189	Feces
11266	Human airways
11266	Host
16653	Terrestrial
16653	Soil
16655	Terrestrial
16655	Soil
354	Nasopharyngeal microflora
354	Host
375	Sediment
420	Plants
509	Groundwater
509	Fresh water
4902	Host
4996	Host
5637	Soil
5637	Sea water
5637	Mud
5637	Hot spring
5637	Fresh water
5637	Aquatic
5637	Animal gastrointestinal tract
5650	Human vaginal microflora
5650	Host
5659	Human vaginal microflora
5659	Host
5687	Fresh water
5700	Human vaginal microflora
5700	Host
5730	Host
5789	Host
5797	Host
5797	Fresh water
11321	Wastewater
11321	Host
33749	Plant root
33749	Host
33795	Host
33933	Soil
5013	Host
5058	Nasopharyngeal microflora
5058	Host
5078	Aquatic
5104	Soil
5104	Sea water
5104	Mud
5104	Fresh water
5104	Animal gastrointestinal tract
9270	Human skin
9270	Host
10287	Soil
10287	Host
10287	Fresh water
10287	Food
10347	Host
10373	Host
10398	Host
10463	Mud
10505	Host
15814	Host
15814	Gastrointestinal tract
15814	Feces
2284	Soil
2284	Host
2284	Fresh water
2284	Aquatic
2337	Hot spring
2337	Fresh water
2337	Aquatic
21757	Host
9302	Host
9325	Dairy isolates
9332	Soil
9332	Host
9332	Fresh water
9332	Food
9338	Soil
9338	Host
9338	Fresh water
9338	Food
9365	Soil
9410	Soil
9410	Human intestinal microflora
9410	Host
9447	Soil
9447	Human intestinal microflora
9447	Host
2399	Host
2424	Host
2448	Fresh water
2455	Host
2480	Soil
2480	Mud
2481	Soil
21792	Host
21792	Gastrointestinal tract
21811	Termite gut
21811	Termite
21811	Host
21811	Cellulosic substrates
26304	Marine
26304	Aquatic
13914	Host
13930	Soil
13954	Human airways
13954	Host
103167	Soil
14026	Urogenital tract
14026	Host
14035	Mud
14035	Fresh water
14035	Aquatic
1385	Endosymbiont
1469	Soil
1469	Host
1503	Host
1508	Host
1599	Fresh water
2608	Soil
2608	Host
6575	Fresh water
6582	Sediment
6582	Fresh water
6609	Hot spring
6609	Aquatic
6716	Soil
6716	Sand
6822	Host
6824	Human intestinal microflora
6824	Host
6861	Human intestinal microflora
6861	Host
6863	Human intestinal microflora
6863	Host
26368	Marine
26368	Aquatic
29967	Soil
539	Soil
539	Host
543	Host
543	Bovine rumen
560	Host
608	Host
608	Fresh water
1619	Host
1624	Host
1636	Host
1669	Host
1680	Host
5817	Host
5823	Host
5857	Animal manure
6925	Soil
6925	Rhizosphere
6925	Host
6925	Fresh water
6954	Fresh water
6954	Aquatic
11553	Soil
11553	Rice roots
11553	Marine
11553	Host
30044	Soil
30087	Mud
749	Sea water
749	Saline water
749	Extreme
762	Host
5156	Aquatic
5169	Soil
5169	Plant root
5169	Host
5234	Human oral cavity
5234	Host
5241	Human oral cavity
5241	Host
5250	Human oral cavity
5250	Host
5896	Human skin
5896	Host
5926	Host
5950	Host
5977	Host
5990	Fresh water
5990	Aquatic
6009	Plants
6013	Fresh water
6064	Human vaginal microflora
6064	Host
10585	Host
10591	Host
11889	Snow
34248	Host
34248	Bird
21884	Ponds
21884	Human abscess
21884	Fresh water
21884	Aquatic
21898	Hot spring
21898	Aquatic
12710	Host
17123	Aquatic
17129	Human fecal
17129	Host
4377	Soil
4377	Sea water
4377	Mud
4377	Fresh water
4377	Aquatic
4377	Animal gastrointestinal tract
4394	Host
4395	Host
4419	Mud
4469	Soil
4469	Aquatic
4509	Host
4520	Host
4536	Host
4540	Soil
4540	Host
4540	Fresh water
4540	Food
13309	Sludge
13309	Bioreactor
3595	Human intestinal microflora
3595	Host
3595	Gastrointestinal tract
3595	Feces
3597	Human intestinal microflora
3597	Host
3597	Gastrointestinal tract
3597	Feces
3636	Host
3648	Marine
3648	Deep sea
3648	Aquatic
4564	Human intestinal microflora
4564	Host
4576	Intestinal tract
4576	Host
8636	Host
8693	Host
8717	Human airways
8717	Host
8742	Plants
8742	Plant root
8771	Host
8777	Gingival crevices
8777	Gastrointestinal tract
3670	Host
3716	Skin
3716	Host
3723	Host
3739	Soil
3739	Plant surface
3739	Host
3784	Root nodule
3784	Plant root
3784	Host
7849	Host
7859	Host
7876	Human intestinal microflora
7876	Host
7919	Human intestinal microflora
7919	Host
8854	Endosymbiont
8884	Soil
8884	Host
8884	Fresh water
8884	Fresh meat
8884	Biofilm
8895	Host
8910	Human oral cavity
8910	Host
13440	Marine
13440	Host
13440	Fish
13459	Fresh water
13459	Aquatic
13469	Milk
13469	Host
13481	Sludge
7937	Sediment
7937	Marine
7937	Fresh water
7938	Plants
7938	Plant root
7963	Host
7973	Soil
8030	Human intestinal microflora
8030	Host
8128	Human intestinal microflora
8128	Host
13509	Fresh water
13509	Aquatic
13547	Host
103638	Sediment
12799	Human oral cavity
12799	Host
12957	Host
13005	Marine
13005	Aquatic
13011	Human
13011	Host
8931	Insect endosymbiont
8931	Host
8933	Soil
8933	Plant surface
8941	Host
8968	Human intestinal microflora
8968	Host
8971	Soil
8971	Host
8971	Fresh water
8971	Food
8985	Host
