"ref_id","ref_type","reference"
1,"doi","doi.org/10.1093/nar/gky879"
2,"doi","doi.org/10.1128/AEM.01738-18"
3,"full_text","Eagon RG. Pseudomonas natriegens, a marine bacterium with a generation time of less than 10 minutes. J Bacteriol. 1962;83(4):736-737."
4,"full_text","Karnauchow TM, Koval SF, Jarrell KF. Isolation and characterization of three thermophilic anaerobes from a St. Lucia hot spring. Syst Appl Microbiol. 1992;15(2):296-310."
5,"full_text","Miroshnichenko ML, Kublanov IV, Kostrikina NA, Tourova TP, Kolganova TV, Birkeland NK, et al. Caldicellulosiruptor kronotskyensis sp. nov. and Caldicellulosiruptor hydrothermalis sp. nov., two extremely thermophilic, cellulolytic, anaerobic bacteria from Kamchatka thermal springs. Int J Syst Evol Microbiol. 2008;58(6):1492-1496."
6,"full_text","Bredholt S, Sonne-Hansen J, Nielsen P, Mathrani IM, Ahring BK. Caldicellulosiruptor kristjanssonii sp. nov., a cellulolytic, extremely thermophilic, anaerobic bacterium. Int J Syst Bacteriol. 1999;49(3):991-996."
7,"full_text","Nielsen P, Mathrani IM, Ahring BK. Thermoanaerobium acetigenum spec. nov., a new anaerobic, extremely thermophilic, xylanolytic nonspore-forming bacterium isolated from an Icelandic hot spring. Arch Microbiol. 1993;159(5):460-464."
8,"full_text","Yang SJ, Kataeva I, Wiegel J, Yin Y, Dam P, Xu Y, et al. Classification of ‘Anaerocellum thermophilum’ strain DSM 6725 as Caldicellulosiruptor bescii sp. nov. Int J Syst Evol Microbiol. 2010;60(9):2011-2015."
9,"full_text","Voordeckers JW, Starovoytov V, Vetriani C. Caminibacter mediatlanticus sp. nov., a thermophilic, chemolithoautotrophic, nitrateammonifying bacterium isolated from a deep-sea hydrothermal vent on the Mid-Atlantic Ridge. Int J Syst Evol Microbiol. 2005;55(2):773-779."
10,"full_text","Losey NA, Stevenson BS, Busse HJ, Damsté JSS, Rijpstra WIC, Rudd S, et al. Thermoanaerobaculum aquaticum gen. nov., sp. nov., the first cultivated member of Acidobacteria subdivision 23, isolated from a hot spring. Int J Syst Evol Microbiol. 2013;63(Pt 11):4149-4157."
11,"full_text","Feng Y, Cheng L, Zhang X, Li X, Deng Y, Zhang H. Thermococcoides shengliensis gen. nov., sp. nov., a new member of the order Thermotogales isolated from oil-production fluid. Int J Syst Evol Microbiol. 2010;60(4):932-937."
12,"full_text","Reysenbach AL, Liu Y, Lindgren AR, Wagner ID, Sislak CD, Mets A, et al. Mesoaciditoga lauensis gen. nov., sp. nov., a moderately thermoacidophilic member of the order Thermotogales from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2013;63(Pt 12):4724-4729."
13,"full_text","Canganella F, Kuk SU, Morgan H, Wiegel J. Clostridium thermobutyricum: growth studies and stimulation of butyrate formation by acetate supplementation. Microbiol Res. 2002;157(2):149-156."
14,"full_text","Kushmarol A, Rosenberg E, Fine M, Haim YB, Loyal Y. Effect of temperature on bleaching of the coral Oculina patagonica by Vibrio AK-1. Mar Ecol Prog Ser. 1998;171:131-137."
15,"full_text","Utkin I, Woese C, Wiegel J. Isolation and characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds. Int J Syst Bacteriol. 1994;44(4):612-619."
16,"full_text","Freier D, Mothershed CP, Wiegel J. Characterization of Clostridium thermocellum JW20. Appl Environ Microbiol. 1988;54(1):204-211."
17,"full_text","Pfennig N, Biebl H. Desulfuromonas acetoxidans gen. nov. and sp. nov., a new anaerobic, sulfur-reducing, acetate-oxidizing bacterium. Arch Microbiol. 1976;110(1):3-12."
18,"full_text","Brock TD, Brock KM, Belly RT, Weiss RL. Sulfolobus: a new genus of sulfur-oxidizing bacteria living at low pH and high temperature. Arch Mikrobiol. 1972;84(1):54-68."
19,"full_text","Lauerer G, Kristjansson JK, Langworthy TA, König H, Stetter KO. Methanothermus sociabilis sp. nov., a Second Species within the Methanothermaceae Growing at 97o C. Syst Appl Microbiol. 1986;8(1):100-105."
20,"full_text","Beeder J, Nilsen RK, Rosnes JT, Torsvik T, Lien T. Archaeoglobus fulgidus isolated from hot North Sea oil field waters. Appl Environ Microbiol. 1994;60(4):1227-1231."
21,"full_text","Hethener P, Brauman A, Garcia JL. Clostridium termitidis sp. nov., a cellulolytic bacterium from the gut of the wood-feeding termite, Nasutitermes lujae. Syst Appl Microbiol. 1992;15(1):52-58."
22,"full_text","Doerfert SN, Reichlen M, Iyer P, Wang M, Ferry JG. Methanolobus zinderi sp. nov., a methylotrophic methanogen isolated from a deep subsurface coal seam. Int J Syst Evol Microbiol. 2009;59(5):1064-1069."
23,"full_text","Sass H, Berchtold M, Branke J, König H, Cypionka H, Babenzien HD. Psychrotolerant sulfate-reducing bacteria from an oxic freshwater sediment description of Desulfovibrio cuneatus sp. nov. and Desulfovibrio litoralis sp. nov. Syst Appl Microbiol. 1998;21(2):212-219."
24,"full_text","Lai MC, Chen SC. Methanofollis aquaemaris sp. nov., a methanogen isolated from an aquaculture fish pond. Int J Syst Evol Microbiol. 2001;51(5):1873-1880."
25,"full_text","Boltyanskaya YV, Kevbrin V, Lysenko AM, Kolganova TV, Tourova TP, Osipov GA, et al. Halomonas mongoliensis sp. nov. and Halomonas kenyensis sp. nov., new haloalkaliphilic denitrifiers capable of N2O reduction, isolated from soda lakes. Microbiology. 2007;76(6):739-747."
26,"full_text","Dianou D, Miyaki T, Asakawa S, Morii H, Nagaoka K, Oyaizu H, et al. Methanoculleus chikugoensis sp. nov., a novel methanogenic archaeon isolated from paddy field soil in Japan, and DNA-DNA hybridization among Methanoculleus species. Int J Syst Evol Microbiol. 2001;51(5):1663-1669."
27,"full_text","Zellner G, Messner P, Winter J, Stackebrandt E. Methanoculleus palmolei sp. nov., an irregularly coccoid methanogen from an anaerobic digester treating wastewater of a palm oil plant in North-Sumatra, Indonesia. Int J Syst Bacteriol. 1998;48(4):1111-1117."
28,"full_text","Takai K, Moyer CL, Miyazaki M, Nogi Y, Hirayama H, Nealson KH, et al. Marinobacter alkaliphilus sp. nov., a novel alkaliphilic bacterium isolated from subseafloor alkaline serpentine mud from Ocean Drilling Program Site 1200 at South Chamorro Seamount, Mariana Forearc. Extremophiles. 2005;9(1):17-27."
29,"full_text","Wilson KH, Sheagren JN, Freter R. Population dynamics of ingested Clostridium difficile in the gastrointestinal tract of the Syrian hamster. J Infect Dis. 1985;151(2):355-361."
30,"full_text","Camberlein E, Cohen JM, José R, Hyams CJ, Callard R, Chimalapati S, et al. Importance of bacterial replication and alveolar macrophageindependent clearance mechanisms during early lung infection with Streptococcus pneumoniae. Infect Immun. 2015;83(3):1181-1189."
31,"full_text","Sakai M, Deguchi D, Hosoda A, Kawauchi T, Ikenaga M. Ammoniibacillus agariperforans gen. nov., sp. nov., a thermophilic, agar-degrading bacterium isolated from compost. Int J Syst Evol Microbiol. 2015;65(Pt 2):570-577."
32,"full_text","Sorokin DY, Kovaleva OL, Tourova TP, Muyzer G. Thiohalobacter thiocyanaticus gen. nov., sp. nov., a moderately halophilic, sulfuroxidizing gammaproteobacterium from hypersaline lakes, that utilizes thiocyanate. Int J Syst Evol Microbiol. 2010;60:444-450."
33,"full_text","Garner MR, Flint JF, Russell JB. Allisonella histaminiformans gen. nov., sp. nov.: A novel bacterium that produces histamine, utilizes histidine as its sole energy source, and could play a role in bovine and equine laminitis. Syst Appl Microbiol. 2002;25(4):498-506."
34,"full_text","Corder RE, Hook LA, Larkin JM, Frea JI. Isolation and characterization of two new methane-producing cocci: Methanogenium olentangi, sp. nov., and Methanococcus deltae, sp. nov. Arch Microbiol. 1983;134(1):28-32."
35,"full_text","Oren A, Weisburg WG, Kessel M, Woese CR. Halobacteroides halobius gen. nov., sp. nov., a moderately halophic anaerobic bacterium from the bottom sediments of the Dead Sea. Syst Appl Microbiol. 1984;5(1):58-70."
36,"full_text","Ingraham JL. Growth of psychrophilic Bacteria. J Bacteriol. 1958;76(1):75-80."
37,"full_text","Meeks JC, Castenholz RW. Growth and photosynthesis in an extreme thermophile, Synechococcus lividus (Cyanophyta). Arch Mikrobiol. 1971;78:25-41."
38,"full_text","Espejo RT, Canelo ES. Properties and characterization of the host bacterium of bacteriophage PM2. J Bacteriol. 1968;95(5):1887-1891."
39,"full_text","Feil H, Purcell AH. Temperature-dependent growth and survival of Xylella fastidiosa in vitro and in potted grapevines. Plant Dis. 2001 December;85(12):1230-1234. Refer to ID485."
40,"full_text","Brosseau JD, Margaritis A, Zajic JE. The effect of temperature on the growth and hydrogen production by Citrobacter intermedius. Biol Lett. 1982;4(5):307-312."
41,"full_text","Oren A, Pohla H, Stackebrandt E. Transfer of Clostridium lortetii to a new genus Sporohalobacter gen. nov. as Sporohalobacter lortetii comb. nov., and description of Sporohalobacter marismortui sp. nov. Syst Appl Microbiol. 1987;9(3):239-246."
42,"full_text","Rengpipat S, Langworthy TA, Zeikus JG. Halobacteroides acetoethylicus sp. nov., a new obligately anaerobic halophile isolated from deep subsurface hypersaline environments. Syst Appl Microbiol. 1988;11(1):28-35."
43,"full_text","Oren A. Clostridium lortetii sp. nov., a halophilic obligatory anaerobic bacterium producing endospores with attached gas vacuoles. Arch Microbiol. 1983;136(1):42-48."
44,"full_text","Zhilina T, Zavarzin G, Bulygina E, Kevbrin V, Osipov G, Chumakov K. Ecology, physiology and taxonomy studies on a new taxon of Haloanaerobiaceae, Haloincola saccharolytica gen. nov., sp. nov. Syst Appl Microbiol. 1992;15(2):275-284."
45,"full_text","Ollivier B, Cayol JL, Patel BKC, Magot M, Fardeau ML, Garcia JL. Methanoplanus petrolearius sp. nov., a novel methanogenic bacterium from an oil-producing well. FEMS Microbiol Ecol. 1997;147(1):51-56."
46,"full_text","Cheng L, Qiu TL, Li X, Wang WD, Deng Y, Yin XB, et al. Isolation and characterization of Methanoculleus receptaculi sp. nov. from Shengli oil field, China. FEMS Microbiol Ecol. 2008;285(1):65-71."
47,"full_text","Zeikus J, Lynd LH, Thompson T, Krzycki J, Weimer P, Hegge P. Isolation and characterization of a new, methylotrophic, acidogenic anaerobe, the Marburg strain. Curr Microbiol. 1980;3(6):381-386."
48,"full_text","Cheng L, Qiu TL, Yin XB, Wu XL, Hu GQ, Deng Y, et al. Methermicoccus shengliensis gen. nov., sp. nov., a thermophilic, methylotrophic methanogen isolated from oil-production water, and proposal of Methermicoccaceae fam. nov. Int J Syst Evol Microbiol. 2007;57(12):2964-2969."
49,"full_text","Blotevogel KH, Gahl-Janßen R, Jannsen S, Fischer U, Pilz F, Auling G, et al. Isolation and characterization of a novel mesophilic, fresh-water methanogen from river sediment Methanoculleus oldenburgensis sp. nov. Arch Microbiol. 1991;157(1):54-59."
50,"full_text","Denner EBM, McGenity TJ, Busse HJ, Grant WD, Wanner G, StanLotter H. Halococcus salifodinae sp. nov., an archaeal isolate from an Austrian salt mine. Int J Syst Bacteriol. 1994;44(4):774-780."
51,"full_text","Baker JH. The use of a temperature-gradient incubator to investigate the temperature characteristics of some bacteria from Antarctic peat. Br Antarct Surv Bull. 1974;39:49-59."
52,"full_text","Ohye DF, Scott WJ. The temperature relations of Clostridium botulinum, types A and B. Aust J Biol Sci. 1953;6(2):178-189."
53,"full_text","Knoblauch C, Jorgensen BB. Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments. Environ Microbiol. 1999;1(5):457-467."
54,"full_text","Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980;121(2):311-317."
55,"full_text","Moore LR, Goericke R, Chisholm SW. Comparative physiology of Synechococcus and Prochlorococcus: influence of light and temperature on growth, pigments, fluorescence and absorptive properties. Mar Ecol Prog Ser. 1995;116(1):259-275."
56,"full_text","Nunoura T, Hirai M, Miyazaki M, Kazama H, Makita H, Hirayama H, et al. Isolation and characterization of a thermophilic, obligately anaerobic and heterotrophic marine Chloroflexi bacterium from a Chloroflexidominated microbial community associated with a Japanese shallow hydrothermal system, and proposal for Thermomarinilinea lacunofontalis gen. nov., sp. nov. Microbes Environ. 2013;28(2):228-235."
57,"full_text","Nunoura T, Oida H, Miyazaki M, Suzuki Y, Takai K, Horikoshi K. Marinitoga okinawensis sp. nov., a novel thermophilic and anaerobic heterotroph isolated from a deep-sea hydrothermal field, Southern Okinawa Trough. Int J Syst Evol Microbiol. 2007;57(3):467-471."
58,"full_text","Jayasinghearachchi HS, Lal B. Oceanotoga teriensis gen. nov., sp. nov., a thermophilic bacterium isolated from offshore oil-producing wells. Int J Syst Evol Microbiol. 2011;61(3):554-560."
59,"full_text","Postec A, Le Breton C, Fardeau ML, Lesongeur F, Pignet P, Querellou J, et al. Marinitoga hydrogenitolerans sp. nov., a novel member of the order Thermotogales isolated from a black smoker chimney on the MidAtlantic Ridge. Int J Syst Evol Microbiol. 2005;55(3):1217-1221."
60,"full_text","Postec A, Ciobanu M, Birrien JL, Bienvenu N, Prieur D, Le Romancer M. Marinitoga litoralis sp. nov., a thermophilic, heterotrophic bacterium isolated from a coastal thermal spring on Ile Saint-Paul, Southern Indian Ocean. Int J Syst Evol Microbiol. 2010;60(8):1778-1782."
61,"full_text","Birrien JL, Zeng X, Jebbar M, Cambon-Bonavita MA, Quérellou J, Oger P, et al. Pyrococcus yayanosii sp. nov., an obligate piezophilic hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2011;61(12):2827-2881."
62,"full_text","Mori K, Yamazoe A, Hosoyama A, Ohji S, Fujita N, Ishibashi Ji, et al. Thermotoga profunda sp. nov. and Thermotoga caldifontis sp. nov., anaerobic thermophilic bacteria isolated from terrestrial hot springs. Int J Syst Evol Microbiol. 2014;64(Pt 6):2128-2136."
63,"full_text","DiPippo JL, Nesbø CL, Dahle H, Doolittle WF, Birkland NK, Noll KM. Kosmotoga olearia gen. nov., sp. nov., a thermophilic, anaerobic heterotroph isolated from an oil production fluid. Int J Syst Evol Microbiol. 2009;59(12):2991-3000."
64,"full_text","Zeikus J, Hegge P, Thompson T, Phelps T, Langworthy T. Isolation and description of Haloanaerobium praevalens gen. nov. and sp. nov., an obligately anaerobic halophile common to Great Salt Lake sediments. Curr Microbiol. 1983;9(4):225-233."
65,"full_text","Nesbø CL, Bradnan DM, Adebusuyi A, Dlutek M, Petrus AK, Foght J, et al. Mesotoga prima gen. nov., sp. nov., the first described mesophilic species of the Thermotogales. Extremophiles. 2012;16(3):387-393."
66,"full_text","Wery N, Lesongeur F, Pignet P, Derennes V, Cambon-Bonavita MA, Godfroy A, et al. Marinitoga camini gen. nov., sp. nov., a rod-shaped bacterium belonging to the order Thermotogales, isolated from a deepsea hydrothermal vent. Int J Syst Evol Microbiol. 2001;51(2):495-504."
67,"full_text","Blöchl E, Rachel R, Burggraf S, Hafenbradl D, Jannasch HW, Stetter KO. Pyrolobus fumarii, gen. and sp. nov., represents a novel group of archaea, extending the upper temperature limit for life to 113 C. Extremophiles. 1997;1(1):14-21."
68,"full_text","L’Haridon S, Jiang L, Alain K, Chalopin M, Rouxel O, Beauverger M, et al. Kosmotoga pacifica sp. nov., a thermophilic chemoorganoheterotrophic bacterium isolated from an East Pacific hydrothermal sediment. Extremophiles. 2014;18(1):81-88."
69,"full_text","Foesel BU, Gößner AS, Drake HL, Schramm A. Geminicoccus roseus gen. nov., sp. nov., an aerobic phototrophic Alphaproteobacterium isolated from a marine aquaculture biofilter. Syst Appl Microbiol. 2007;30(8):581-586."
70,"full_text","Toda Y, Saiki T, Uozumi T, Beppu T. Isolation and characterization of a protease-producing, thermophilic, anaerobic bacterium, Thermobacteroides leptospartum sp. nov. Agric Biol Chem. 1988;52(6):1339-1344."
71,"full_text","Kublanov IV, Prokofeva MI, Kostrikina NA, Kolganova TV, Tourova TP, Wiegel J, et al. Thermoanaerobacterium aciditolerans sp. nov., a moderate thermoacidophile from a Kamchatka hot spring. Int J Syst Evol Microbiol. 2007;57(2):260-264."
72,"full_text","Moriya T, Hikota T, Yumoto I, Ito T, Terui Y, Yamagishi A, et al. Calditerricola satsumensis gen. nov., sp. nov. and Calditerricola yamamurae sp. nov., extreme thermophiles isolated from a high-temperature compost. Int J Syst Evol Microbiol. 2011;61(3):631-636."
73,"full_text","Horn MA, Ihssen J, Matthies C, Schramm A, Acker G, Drake HL. Dechloromonas denitrificans sp. nov., Flavobacterium denitrificans sp. nov., Paenibacillus anaericanus sp. nov. and Paenibacillus terrae strain MH72, N2O-producing bacteria isolated from the gut of the earthworm Aporrectodea caliginosa. Int J Syst Evol Microbiol. 2005;55(3):1255-1265."
74,"full_text","Morandi S, Brasca M, Alfieri P, Lodi R, Tamburini A. Influence of pH and temperature on the growth of Enterococcus faecium and Enterococcus faecalis. Le Lait. 2005;85(3):181-192."
75,"full_text","Suetin SV, Shcherbakova VA, Chuvilskaya NA, Rivkina EM, Suzina NE, Lysenko AM, et al. Clostridium tagluense sp. nov., a psychrotolerant, anaerobic, spore-forming bacterium from permafrost. Int J Syst Evol Microbiol. 2009;59(6):1421-1426."
76,"full_text","Jeong H, Yi H, Sekiguchi Y, Muramatsu M, Kamagata Y, Chun J. Clostridium jejuense sp. nov., isolated from soil. Int J Syst Evol Microbiol. 2004;54(5):1465-1468."
77,"full_text","Crespo C, Pozzo T, Karlsson EN, Alvarez MT, Mattiasson B. Caloramator boliviensis sp. nov., a thermophilic, ethanol-producing bacterium isolated from a hot spring. Int J Syst Evol Microbiol. 2012;62(Pt 7):1679-1686."
78,"full_text","Bazylinski DA, Williams TJ, Lefèvre CT, Trubitsyn D, Fang J, Beveridge TJ, et al. Magnetovibrio blakemorei gen. nov., sp. nov., a magnetotactic bacterium (Alphaproteobacteria: Rhodospirillaceae) isolated from a salt marsh. Int J Syst Evol Microbiol. 2013;63(Pt 5):1824-1833."
79,"full_text","Mori K, Suzuki Ki. Thiofaba tepidiphila gen. nov., sp. nov., a novel obligately chemolithoautotrophic, sulfur-oxidizing bacterium of the Gammaproteobacteria isolated from a hot spring. Int J Syst Evol Microbiol. 2008;58(8):1885-1891."
80,"full_text","Takai K, Miyazaki M, Nunoura T, Hirayama H, Oida H, Furushima Y, et al. Sulfurivirga caldicuralii gen. nov., sp. nov., a novel microaerobic, thermophilic, thiosulfate-oxidizing chemolithoautotroph, isolated from a shallow marine hydrothermal system occurring in a coral reef, Japan. Int J Syst Evol Microbiol. 2006;56(8):1921-1929."
81,"full_text","McMeekin TA, Chandler RE, Doe PE, Garland CD, Olley J, Putro S, et al. Model for combined effect of temperature and salt concentration/water activity on the growth rate of Staphylococcus xylosus. J Appl Bacteriol. 1987;62(6):543-550."
82,"full_text","Liou JSC, Balkwill DL, Drake GR, Tanner RS. Clostridium carboxidivorans sp. nov., a solvent-producing clostridium isolated from an agricultural settling lagoon, and reclassification of the acetogen Clostridium scatologenes strain SL1 as Clostridium drakei sp. nov. Int J Syst Evol Microbiol. 2005;55(5):2085-2091."
83,"full_text","Lee YJ, Romanek CS, Mills GL, Davis RC, Whitman WB, Wiegel J. Gracilibacter thermotolerans gen. nov., sp. nov., an anaerobic, thermotolerant bacterium from a constructed wetland receiving acid sulfate water. Int J Syst Evol Microbiol. 2006;56(9):2089-2093."
84,"full_text","Tomás AF, Karakashev D, Angelidaki I. Thermoanaerobacter pentosaceus sp. nov., an anaerobic, extremely thermophilic, high ethanolyielding bacterium isolated from household waste. Int J Syst Evol Microbiol. 2013;63(Pt 7):2396-2404."
85,"full_text","Mesbah NM, Hedrick DB, Peacock AD, Rohde M, Wiegel J. Natranaerobius thermophilus gen. nov., sp. nov., a halophilic, alkalithermophilic bacterium from soda lakes of the Wadi An Natrun, Egypt, and proposal of Natranaerobiaceae fam. nov. and Natranaerobiales ord. nov. Int J Syst Evol Microbiol. 2007;57:2507-2512."
86,"full_text","Hedrich S, Johnson DB. Acidithiobacillus ferridurans sp. nov., an acidophilic iron-, sulfur-and hydrogen-metabolizing chemolithotrophic gammaproteobacterium. Int J Syst Evol Microbiol. 2013;63(Pt 11):4018-4025."
87,"full_text","Kane MD, Brauman A, Breznak JA. Clostridium mayombei sp. nov., an H2/CO2 acetogenic bacterium from the gut of the African soil-feeding termite, Cubitermes speciosus. Arch Microbiol. 1991;156(2):99-104."
88,"full_text","Kuhner CH, Matthies C, Acker G, Schmittroth M, Gößner AS, Drake HL. Clostridium akagii sp. nov. and Clostridium acidisoli sp. nov.: acidtolerant, N2-fixing clostridia isolated from acidic forest soil and litter. Int J Syst Evol Microbiol. 2000;50(2):873-881."
89,"full_text","Schwartz RD, Keller FA. Isolation of a strain of Clostridium thermoaceticum capable of growth and acetic acid production at pH 4.5. Appl Environ Microbiol. 1982;43(1):117-123."
90,"full_text","Klouche N, Fardeau ML, Lascourrèges JF, Cayol JL, Hacene H, Thomas P, et al. Geosporobacter subterraneus gen. nov., sp. nov., a spore-forming bacterium isolated from a deep subsurface aquifer. Int J Syst Evol Microbiol. 2007;57(8):1757-1761."
91,"full_text","Beffa T, Blanc M, Lyon PF, Vogt G, Marchiani M, Fischer JL, et al. Isolation of Thermus strains from hot composts (60 to 80 degrees C). Appl Environ Microbiol. 1996;62(5):1723-1727."
92,"full_text","Alain K, Querellou J, Lesongeur F, Pignet P, Crassous P, Raguénès G, et al. Caminibacter hydrogeniphilus gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing bacterium isolated from an East Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002;52(4):1317-1323."
93,"full_text","Barbier G, Godfroy A, Meunier JR, Quérellou J, Cambon MA, Lesongeur F, et al. Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. Int J Syst Evol Microbiol. 1999;49(4):1829-1837."
94,"full_text","Wery N, Moricet JM, Cueff V, Jean J, Pignet P, Lesongeur F, et al. Caloranaerobacter azorensis gen. nov., sp. nov., an anaerobic thermophilic bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2001;51(5):1789-1796."
95,"full_text","Sanford RA, Cole JR, Tiedje JM. Characterization and description of Anaeromyxobacter dehalogenans gen. nov., sp. nov., an arylhalorespiring facultative anaerobic myxobacterium. Appl Environ Microbiol. 2002;68(2):893-900."
96,"full_text","Abboud R, Popa R, Souza-Egipsy V, Giometti CS, Tollaksen S, Mosher JJ, et al. Low-temperature growth of Shewanella oneidensis MR-1. Appl Environ Microbiol. 2005;71(2):811-816."
97,"full_text","Dubinina G, Grabovich M, Leshcheva N, Rainey FA, Gavrish E. Spirochaeta perfilievii sp. nov., an oxygen-tolerant, sulfide-oxidizing, sulfur-and thiosulfate-reducing spirochaete isolated from a saline spring. Int J Syst Evol Microbiol. 2011;61(1):110-117."
98,"full_text","Hoover RB, Pikuta EV, Bej AK, Marsic D, Whitman WB, Tang J, et al. Spirochaeta americana sp. nov., a new haloalkaliphilic, obligately anaerobic spirochaete isolated from soda Mono Lake in California. Int J Syst Evol Microbiol. 2003;53(3):815-821."
99,"full_text","Imachi H, Sakai S, Hirayama H, Nakagawa S, Nunoura T, Takai K, et al. Exilispira thermophila gen. nov., sp. nov., an anaerobic, thermophilic spirochaete isolated from a deep-sea hydrothermal vent chimney. Int J Syst Evol Microbiol. 2008;58(10):2258-2265."
100,"full_text","Breznak JA, Warnecke F. Spirochaeta cellobiosiphila sp. nov., a facultatively anaerobic, marine spirochaete. Int J Syst Evol Microbiol. 2008;58(12):2762-2768."
101,"full_text","Dröge S, Fröhlich J, Radek R, König H. Spirochaeta coccoides sp. nov., a novel coccoid spirochete from the hindgut of the termite Neotermes castaneus. Appl Environ Microbiol. 2006;72(1):392-397."
102,"full_text","Nevot M, Deroncelé V, Montes M, Mercade E. Effect of incubation temperature on growth parameters of Pseudoalteromonas antarctica NF3 and its production of extracellular polymeric substances. J Appl Microbiol. 2008;105(1):255-263. See ID511."
103,"full_text","Pohlschroeder M, Leschine SB, Canale-Parola E. Spirochaeta caldaria sp. nov., a thermophilic bacterium that enhances cellulose degradation by Clostridium thermocellum. Arch Microbiol. 1994;161(1):17-24."
104,"full_text","Kane MD, Breznak JA. Acetonema longum gen. nov. sp. nov., an H2/CO2 acetogenic bacterium from the termite, Pterotermes occidentis. Arch Microbiol. 1991;156(2):91-98."
105,"full_text","Mountfort DO, Rainey FA, Burghardt J, Stackebrandt E. Clostridium grantii sp. nov., a new obligately anaerobic, alginolytic bacterium isolated from mullet gut. Arch Microbiol. 1994;162(3):173-179."
106,"full_text","Kimble LK, Mandelco L, Woese CR, Madigan MT. Heliobacterium modesticaldum, sp. nov., a thermophilic heliobacterium of hot springs and volcanic soils. Arch Microbiol. 1995;163(4):259-267."
107,"full_text","Bonjour F, Aragno M. Bacillus tusciae, a new species of thermoacidophilic, facultatively chemolithoautotrophic hydrogen oxidizing sporeformer from a geothermal area. Arch Microbiol. 1984;139(4):397-401."
108,"full_text","Beuscher HU, Andreesen JR. Eubacterium angustum sp. nov., a Grampositive anaerobic, non-sporeforming, obligate purine fermenting organism. Arch Microbiol. 1984;140(1):2-8."
109,"full_text","Fiala G, Woese CR, Langworthy TA, Stetter KO. Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea. Arch Microbiol. 1990;154(2):120-126."
110,"full_text","Patel BKC, Morgan HW, Daniel RM. Fervidobacterium nodosum gen. nov. and spec. nov., a new chemoorganotrophic, caldoactive, anaerobic bacterium. Arch Microbiol. 1985;141(1):63-69."
111,"full_text","Hallberg KB, González-Toril E, Johnson DB. Acidithiobacillus ferrivorans, sp. nov.; facultatively anaerobic, psychrotolerant iron-, and sulfuroxidizing acidophiles isolated from metal mine-impacted environments. Extremophiles. 2010;14(1):9-19."
112,"full_text","Zhilina T, Kevbrin V, Tourova T, Lysenko A, Kostrikina N, Zavarzin G. Clostridium alkalicellum sp. nov., an obligately alkaliphilic cellulolytic bacterium from a soda lake in the Baikal region. Microbiology. 2005;74(5):557-566."
113,"full_text","Rhee SK, Jeon C, Bae JW, Kim K, Song J, Kim JJ, et al. Characterization of Symbiobacterium toebii, an obligate commensal thermophile isolated from compost. Extremophiles. 2002;6(1):57-64."
114,"full_text","Schink B. Clostridium magnum sp. nov., a non-autotrophic homoacetogenic bacterium. Arch Microbiol. 1984;137(3):250-255."
115,"full_text","Bowman JP, Nichols DS, McMeekin TA. Psychrobacter glacincola sp. nov., a halotolerant, psychrophilic bacterium Isolated from Antarctic sea ice. Syst Appl Microbiol. 1997;20(2):209-215."
116,"full_text","Schnürer A, Schink B, Svensson BH. Clostridium ultunense sp. nov., a mesophilic bacterium oxidizing acetate in syntrophic association with a hydrogenotrophic methanogenic bacterium. Int J Syst Bacteriol. 1996;46(4):1145-1152."
117,"full_text","Dürre P, Andersch W, Andreesen JR. Isolation and characterization of an adenine-utilizing, anaerobic sporeformer, Clostridium purinolyticum sp. nov. Int J Syst Bacteriol. 1981;31(2):184-194."
118,"full_text","Plugge CM, Zoetendal EG, Stams AJM. Caloramator coolhaasii sp. nov., a glutamate-degrading, moderately thermophilic anaerobe. Int J Syst Evol Microbiol. 2000;50(3):1155-1162."
119,"full_text","Tanner RS, Miller LM, Yang D. Clostridium ljungdahlii sp. nov., an acetogenic species in clostridial rRNA homology group I. Int J Syst Bacteriol. 1993;43(2):232-236."
120,"full_text","Küsel K, Dorsch T, Acker G, Stackebrandt E, Drake HL. Clostridium scatologenes strain SL1 isolated as an acetogenic bacterium from acidic sediments. Int J Syst Evol Microbiol. 2000;50(2):537-546."
