"ref_id","ref_type","reference"
1,"doi","doi.org/10.1093/nar/gky879"
2,"doi","doi.org/10.1128/AEM.01738-18"
18682,"full_text","H. Cadillo-Quiroz et al.,  2009,  Int. J. Syst. Evol. Microbiol.,  vol. 59,  p. 928"
18683,"full_text","J. Ferry et al., 1974,  Int. J. Syst. Bacteriol.,  vol. 24,  p. 465"
18684,"full_text","T. Iino et al.,  2010,  Int. J. Syst. Evol. Microbiol.,  vol. 60,  p. 2563"
18685,"full_text","L. Zhou et al.,  2014,  Int. J. Syst. Evol. Microbiol.,  vol. 64,  p. 638"
18686,"full_text","S. Parshina et al.,  2014,  Int. J. Syst. Evol. Microbiol.,  vol. 64,  p. 180"
18687,"full_text","L. Cheng et al.,  2008,  Appl. Environ. Microbiol.,  vol. 77,  p. 5212"
18688,"full_text","S. Kotelnikova et al.,  1993,  Syst. Appl. Microbiol.,  vol. 16,  p. 427"
18689,"full_text","A. Wasserfallen et al.,  2000,  Int. J. Syst. Evol. Microbiol.,  vol. 50,  p. 43"
18690,"full_text","K. Nakamura et al.,  2013,  Int. J. Syst. Evol. Microbiol.,  vol. 63,  p. 715"
18691,"full_text","J. Zeikus et al.,  1972,  J. Bacteriol.,  vol. 109,  p. 707"
18692,"full_text","K. Laurinavichus et al.,  1988,  Mikrobiologiya,  vol. 57,  p. 1035"
18693,"full_text","J. Winter et al.,  2000,  Int. J. Syst. Evol. Microbiol.,  vol. 50,  p. 43"
18694,"full_text","K. Takai et al.,  2002,  Int. J. Syst. Evol. Microbiol.,  vol. 52,  p. 1089"
18695,"full_text","H. Huber et al.,  1982,  Arch. Mikrobiol.,  vol. 132,  p. 47"
18696,"full_text","K. Stetter et al.,  1981,  Zentralbl. Mikrobiol.,  vol. 178,  p. 166"
18697,"full_text","G. Lauerer et al.,  1986,  Syst. Appl. Microbiol.,  vol. 8,  p. 100"
18698,"full_text","K. Takai et al.,  2004,  Int. J. Syst. Evol. Microbiol.,  vol. 54,  p. 1095"
18699,"full_text","S. Burggraf et al.,  1990,  Syst. Appl. Microbiol.,  vol. 13,  p. 263"
18700,"full_text","L. Cheng et al.,  2007,  Int. J. Syst. Evol. Microbiol.,  vol. 57,  p. 2964"
18701,"doi","doi.org/10.12688/gatesopenres.12772.1"
18702,"full_text","Raven, J. A. (1986) Physiological consequences of extremely small size for autotrophic organisms in the sea. Can. Bull. Fish. Aquat. Sci., 214, 1-70."
18703,"full_text","Lukac, M. and Aegerter, R. (1993) Influence of trace metals on growth and toxin production of Microcystis aeriginosa. Toxicon, 31, 293-305."
18704,"full_text","Shalapyonok, A., Olson, R. J. and Shalapyonok, L. S. (1998) Ultradian growth in Prochlorococcus spp. Appl. Environ. Microbiol., 64, 1066-1069."
18705,"full_text","Agawin, N. S. R., Duarte, C. M., Agustı´, S. et al. (2003) Abundance, biomass and growth rates of Synechococcus sp. in a tropical coastal ecosystem (Philippines, South China Sea). Est. Coast. Shelf Sci., 56, 493-502."
18706,"full_text","Sherry, N. D. and Wood, A. M. (2001) Phycoerythrin-containing picocyanobacteria in the Arabian Sea in February 1995: diel patterns, spatial variability, and growth rates. Deep-Sea Res. II, 48, 1263-1283."
18707,"doi","doi.org/10.1093/nar/gkw1017"
18708,"full_text","Moore, L. R., R. Goericke, and S. W. Chisholm. 1995. Comparative phsysiology of Synechococcus and Prochlorococcus: Influence of light and temperature on growth, pigments, fluorescence and absorptive properties. Mar. Ecol. Prog. Ser. 116: 259-275."
18709,"full_text","Moore and Chisholm. 1999. Photophysiology of the marine cyanobacterium Prochlorococcus: Ecotypic differences among cultured isolates. Limnol. Oceanogr. 44: 628-638."
18710,"full_text","Zinser, E. R., Johnson, Z, I., Coe, A., Karaca, E., Veneziano, D., and S. W. Chisholm. 2007. Influence of light and temperature on Prochlorococcus ecotope distributions in the Atlantic Ocean. Limnol. Oceanogr. 53: 2205-2220."
18711,"full_text","Yu et al. Synechococcus elongatus UTEX 2973, a fast growing cyanobacterial chassis for biosynthesis using light and CO₂. Sci Rep. 2015; 5: 8132."
18712,"full_text","Timmermans, K. R.; van der Wagt, B.; Veldhuis, M. J. W.; Maatman, A.; de Baar, H. J. W. 2005 Journal of Sea Research, v. 53, iss. 1-2 [SPECIAL ISSUE], p. 109-120."
18713,"full_text","Kana and Glibert 1987 Deep Sea Research Part A. Oceanographic Research Papers
Volume 34, Issue 4, April 1987, Pages 479-495"
18714,"full_text","Lisa Campbell & Edward J. Carpenter  Mar. Ecol. Prog. Ser 32: 139-148, 1986"
18715,"full_text","Berstein et al Front Microbiol. 2014; 5: 488.
Published online 2014 Sep 19. doi:  10.3389/fmicb.2014.00488"
18716,"full_text","Glover et al  Journal of Plankton Research, Volume 29, Issue 3, 1 January 2007, Pages 263–274, https://doi.org/10.1093/plankt/fbm013
"
18717,"full_text","LRMoore, unpublished data"
18718,"doi","doi.org/10.1093/nar/gkw964"
18719,"full_text","Sievers M, Alonso L, Gianotti S, Boesch C, Teuber M (1996). 16S-23S ribosomal RNA spacer regions of Acetobacter europaeus and A. xylinum, tRNA genes and antitermination sequences. FEMS Microbiol Lett. 142(1):43-8."
18720,"full_text","Amikam D, Glaser G, Razin S (1984). Mycoplasmas (Mollicutes) have a low number of rRNA genes. J Bacteriol. 158(1):376-8."
18721,"full_text","Stratz M, Mau M, Timmis KN (1996). System to study horizontal gene exchange among microorganisms without cultivation of recipients. Mol Microbiol. 22(2):207-15."
18722,"full_text","Maslunka C, Carr E, Gurtler V, Kampfer P, Seviour R (2006). Estimation of ribosomal RNA operon (rrn) copy number in Acinetobacter isolates and potential of patterns of rrn operon-containing fragments for typing strains of members of this genus. Syst Appl Microbiol. 29:216-28."
18723,"full_text",""
18724,"full_text","Iteman I, Rippka R, Tandeau de Marsac N, Herdman M. (2002). rDNA analyses of planktonic heterocystous cyanobacteria, including members of the genera Anabaenopsis and Cyanospira. Microbiology. 148(2):481-96."
18725,"full_text","Shao Z, Mages W, Schmitt R (1994). A physical map of the hyperthermophilic bacterium Aquifex pyrophilus chromosome. J Bacteriol. 176(21):6776-80."
18726,"full_text","Shaheduzzaman SM, Akimoto S, Kuwahara T, Kinouchi T, Ohnishi Y (1997). Genome analysis of Bacteroides by pulsed-field gel electrophoresis: chromosome sizes and restriction patterns. DNA Res. 4(1):19-25."
18727,"full_text","Bourget N, Simonet JM, Decaris B (1993). Analysis of the genome of the five Bifidobacterium breve strains: plasmid content, pulsed-field gel electrophoresis genome size estimation and rrn loci number. FEMS Microbiol Lett. 110(1):11-20."
18728,"full_text","Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65."
18729,"full_text","Zuerner RL, Stanton TB (1994). Physical and genetic map of the Serpulina hyodysenteriae B78T chromosome. J Bacteriol. 176(4):1087-92."
18730,"full_text","Kundig C, Beck C, Hennecke H, Gottfert M (1995). A single rRNA gene region in Bradyrhizobium japonicum. J Bacteriol. 177(17):5151-4."
18731,"full_text","Rodley PD, Romling U, Tummler B (1995). A physical genome map of the Burkholderia cepacia type strain. Mol Microbiol. 17(1):57-67."
18732,"full_text","Taylor DE, Eaton M, Yan W, Chang N (1992). Genome maps of Campylobacter jejuni and Campylobacter coli. J Bacteriol. 174(7):2332-7."
18733,"full_text","Kim NW, Bingham H, Khawaja R, Louie H, Hani E, Neote K, Chan VL (1992). Physical map of Campylobacter jejuni TGH9011 and localization of 10 genetic markers by use of pulsed-field gel electrophoresis. J Bac. 174(11):3494-8."
18734,"full_text","Mylvaganam S, Dennis PP (1992). Sequence heterogeneity between the two genes encoding 16S rRNA from the halophilic archaebacterium Haloarcula marismortui. Genetics. 130(3):399-410."
18735,"full_text","Boucher Y, Douady CJ, Sharma AK, Kamekura M, Doolittle WF (2004). Intragenomic heterogeneity and intergenomic recombination among haloarchaeal rRNA genes. J Bacteriol. 186(12):3980-90.
Vreeland RH, Straight S, Krammes J, Dougherty K, Rosenzweig WD, Kamekura M (2002). Halosimplex carlsbadense gen. nov., sp. nov., a unique halophilic archaeon with three 16S rRNA genes, that grows only in defined medium with glycerol and acetate or pyruvate. Extremophiles. 6:445-2."
18736,"full_text","Linton D, Moreno M, Owen RJ, Stanley J (1992). 16S rrn gene copy number in Helicobacter pylori and its application to molecular typing. J Appl Bacteriol. 73(6):501-6."
18737,"full_text","Boucher Y, Douady CJ, Sharma AK, Kamekura M, Doolittle WF (2004). Intragenomic heterogeneity and intergenomic recombination among haloarchaeal rRNA genes. J Bacteriol. 186(12):3980-90."
18738,"full_text","Fukunaga M, Masuzawa T, Okuzako N, Mifuchi I, Yanagihara Y (1990). Linkage of ribosomal RNA genes in Leptospira. Microbiol Immunol. 34(7):565-73."
18739,"full_text","Suzuki Y, Mori T, Miyata Y, Yamada T (1987). The number of ribosomal RNA genes in Mycobacterium lepraemurium. FEMS Microbiol Lett. 44:73-6."
18740,"full_text","Liesack W, Stackebrandt E (1989). Evidence for unlinked rrn operons in the Planctomycete Pirellula marina. J Bac. 171(9):5025-30."
18741,"full_text","McLaughlin R, Secko DM, Paul CJ, Kropinski AM (2004). Nature of the genome of the saprophytic spirochete Spirochaeta aurantia and its ribosomal RNA operons. Microbiol.. 50(11):967-71."
18742,"full_text","Eichorst SA, Breznak JA, Schmidt TM (2007). Isolation and characterization of soil bacteria that define Terriglobus gen. nov., in the phylum Acidobacteria. Appl Environ Microbiol. 73(8):2708-17."
18743,"full_text","Yap WH, Zhang Z, Wang Y (1999). Distinct types of rRNA operons exist in the genome of the actinomycete Thermomonospora chromogena and evidence for horizontal transfer of an entire rRNA operon. J Bacteriol. 181(17):5201-9."
18744,"full_text","Fukunaga M, Okuzako N, Mifuchi I, Arimitsu Y, Seki M (1992). Organization of the ribosomal RNA genes in Treponema phagedenis and Treponema pallidum. Microbiol Immunol. 36(2):161-7."
18745,"full_text","Salama SM, Newnham E, Chang N, Taylor DE (1995). Genome map of Campylobacter fetus subsp. fetus ATCC 27374. FEMS Microbiol Lett. 132(3):239-45."
18746,"full_text","Pisabarro A, Correia A, Martin JF (1998). Characterization of the rrnB operon of the plant pathogen Rhodococcus fascians and targeted integrations of exogenous genes at rrn loci. Appl Environ Microbiol. 64(4):1276-82."
18747,"full_text","Cilia V, Lafay B, Christen R (1996). Sequence heterogeneities among 16S ribosomal RNA sequences, and their effect on phylogenetic analyses at the species level. Mol Biol Evol. 13(3):451-61."
18748,"full_text","Rainey FA, Ward-Rainey NL, Janssen PH, Hippe H, Stackebrandt E. (1996). Clostridium paradoxum DSM 7308T contains multiple 16S rRNA genes with heterogeneous intervening sequences. Microbiology. 142(8):2087-95."
18749,"full_text","Dmitriev A, Suvorov A, Totolian A. (1998). Physical and genetic chromosomal maps of Streptococcus agalactiae, serotypes II and III, rRNA operon organization. FEMS Microbiol Lett. 167:33-39."
18750,"full_text","Garnier T, Canard B, Cole ST. (1991). Cloning, mapping, and molecular characterization of the rRNA operons of Clostridium perfringens. J Bac. 173(17):5431-8."
18751,"full_text","Amador E, Castro JM, Correia A, MartÃ­n JF. (1999). Structure and organization of the rrnD operon of 'Brevibacterium lactofermentum': analysis of the 16S rRNA gene. Microbiology. 145:915-24."
18752,"full_text","Pradella S, Hippe H, Stackebrandt E. (1998). Macrorestriction analysis of Desulfurella acetivorans and Desulfurella multipotens. FEMS Microbiol Lett. 159(1):137-44."
18753,"full_text","Normand P, Cournoyer B, Simonet P, Nazaret S. (1992). Analysis of a ribosomal RNA operon in the actinomycete Frankia. Gene. 111(1):119-24."
18754,"full_text","Chevallier B, Hubert JC, Kammerer B. (1994). Determination of chromosome size and number of rrn loci in Lactobacillus plantarum by pulsed-field gel electrophoresis. FEMS Microbiol Lett. 120(0):51-6."
18755,"full_text","Tulloch DL, Finch LR, Hillier AJ, Davidson BE. (1991). Physical map of the chromosome of Lactococcus lactis subsp. lactis DL11 and localization of six putative rRNA operons. J Bac. 173(9):2768-75."
18756,"full_text","Sela S, Clark-Curtiss JE, Bercovier H. (1989). Characterization and taxonomic implications of the rRNA genes of Mycobacterium leprae. J Bac. 171(1):70-3."
18757,"full_text","Pettersson B, Leitner T, Ronaghi M, Bölske G, Uhlen M, Johansson KE. (1996). Phylogeny of the Mycoplasma mycoides cluster as determined by sequence analysis of the 16S rRNA genes from the two rRNA operons. J Bac. 178(14):4131-42."
18758,"full_text","Bercovier H, Kafri O, Sela S. (1986). Mycobacteria possess a surprisingly small number of ribosomal RNA genes in relation to the size of their genome. Biochem Biophys Res Commun.. 138(3):1136-41."
18759,"full_text","Liefting LW, Andersen MT, Beever RE, Gardner RC, Forster RL. (1996). Sequence heterogeneity in the two 16S rRNA genes of Phormium yellow leaf phytoplasma. Appl Environ Microbiol. 62(9):3133-9."
18760,"full_text","Ginard M, Lalucat J, Tümmler B, Römling U. (1997). Genome organization of Pseudomonas stutzeri and resulting taxonomic and evolutionary considerations. Int J Syst Bacteriol. 47(1):132-43."
18761,"full_text","Roussel Y, Pebay M, Guedon G, Simonet JM, Decaris B. (1994). Physical and genetic map of Streptococcus thermophilus A054. J Bacteriol. 176(24):7413-22."
18762,"full_text","Kim E, Kim H, Hong SP, Kang KH, Kho YH, Park YH. (1993). Gene organization and primary structure of a ribosomal RNA gene cluster from Streptomyces griseus subsp. griseus. Gene. 132(1):21-31."
18763,"full_text","Yap WH, Wang Y. (1999). Molecular cloning and comparative sequence analyses of rRNA operons in Streptomyces nodosus ATCC 14899. Gene. 232(1):77-85."
18764,"full_text","Sanz JL, Marín I, Ramirez L, Abad JP, Smith CL, Amils R. (1988). Variable rRNA gene copies in extreme halobacteria. Nucleic Acid Res. 16(16):7827-32."
18765,"full_text","Aiyar SE, Gaal T, Gourse RL. (2002). rRNA promoter activity in the fast-growing bacterium Vibrio natriegens. J Bacteriol. 184(5):1349-58."
18766,"full_text","Ree HK, Zimmermann RA. (1990). Organization and expression of the 16S, 23S and 5S ribosomal RNA genes from the archaebacterium Thermoplasma acidophilum. Nucleic Acids Res. 18(15):4471-8."
18767,"full_text","Kjems J, Leffers H, Garrett RA, Wich G, Leinfelder W, Böck A. (1987). Gene organization, transcription signals and processing of the single ribosomal RNA operon of the archaebacterium Thermoproteus tenax. Nucleic Acids Res. 15(12):4821-35."
18768,"full_text","St Jean A, Trieselmann BA, Charlebois RL. (1994). Physical map and set of overlapping cosmid clones representing the genome of the archaeon Halobacterium sp. GRB. Nucleic Acids Res. 22(8):1476-83."
18769,"full_text","Schwartz JJ, Gazumyan A, Schwartz I (1992). rRNA gene organization in the Lyme disease spirochete, Borrelia burgdorferi. J Bacteriol. 174(11):3757-65.
Ojaimi C, Davidson BE, Saint Girons I, Old IG. (1994). Conservation of gene arrangement and an unusual organization of rRNA genes in the linear chromosomes of the Lyme disease spirochaetes Borrelia burgdorferi, B. garinii and B. afzelii. Microbiology. 140(11):2931-40."
18770,"full_text","Ojaimi C, Davidson BE, Saint Girons I, Old IG. (1994). Conservation of gene arrangement and an unusual organization of rRNA genes in the linear chromosomes of the Lyme disease spirochaetes Borrelia burgdorferi, B. garinii and B. afzelii. Microbiology. 140(11):2931-40."
18771,"full_text","Majumder R, Sengupta S, Khetawat G, Bhadra RK, Roychoudhury S, Das J. (1996). Physical map of the genome of Vibrio cholerae 569B and localization of genetic markers. J Bacteriol. 178(4):1105-12."
18772,"full_text","Gianninò V, Santagati M, Guardo G, Cascone C, Rappazzo G, Stefani S. (2003). Conservation of the mosaic structure of the four internal transcribed spacers and localisation of the rrn operons on the Streptococcus pneumoniae genome. FEMS Microbiol Lett. 223(2):245-52."
18773,"full_text","Candelon B, Guilloux K, Ehrlich SD, Sorokin A. (2004). Two distinct types of rRNA operons in the Bacillus cereus group. Microbiology. 150(3):601-11."
18774,"full_text","Reiter WD, Palm P, Voos W, Kaniecki J, Grampp B, Schulz W, Zillig W. (1987). Putative promoter elements for the ribosomal RNA genes of the thermoacidophilic archaebacterium Sulfolobus sp. strain B12. Nucleic Acid Res. 15(14):5581-95."
18775,"full_text","Baril C, Herrmann JL, Richaud C, Margarita D, Girons IS. (1992). Scattering of the rRNA genes on the physical map of the circular chromosome of Leptospira interrogans serovar icterohaemorrhagiae. J Bacteriol. 174(23):7566-71."
18776,"full_text","Bensaadi-Merchermek N, Salvado JC, Cagnon C, Karama S, MouchÃ¨s C. (1995). Characterization of the unlinked 16S rDNA and 23S-5S rRNA operon of Wolbachia pipientis, a prokaryotic parasite of insect gonads. Gene. 165(1):81-6."
18777,"full_text","Zuerner RL, Herrmann JL, Saint Girons I. (1993). Comparison of genetic maps for two Leptospira interrogans serovars provides evidence for two chromosomes and intraspecies heterogeneity. J Bacteriol. 175(17):5445-51."
18778,"full_text","Bautista-Zapanta JN, Yoshida K, Suzuki K. (2005). Precise characterization of rDNA genes by intraspecies and inter-loci comparison of rDNA sequences and biochemical analysis of ribosomal RNA molecules in Agrobacterium tumefaciens. Genes Genet Syst. 80(1):9-17."
18779,"full_text","Giovannoni SJ, Hayakawa DH, Tripp HJ, Stingl U, Givan SA, Cho JC, Oh HM, Kitner JB, Vergin KL, RappÃ© MS. (2008). The small genome of an abundant coastal ocean methylotroph. Environ Microbiol. 10(7):1771-82."
18780,"full_text","Lee CM, Sieo CC, Abdullah N, Ho YW. (2008). Estimation of 16S rRNA gene copy number in several probiotic Lactobacillus strains isolated from the gastrointestinal tract of chicken. FEMS Microbiol Lett. 287:136-41."
18781,"full_text","Salzberg SL, Puiu D, Sommer DD, Nene V, Lee NH. (2009). Genome Sequence of the Wolbachia Endosymbiont of Culex quinquefasciatus JHB. J Bacteriol. 191(5):1725."
18782,"full_text","Valdes J, Quatrini R, Hallberg K, Mangold S, Dopson M, Valenzuela PD, Holmes DS. (2009). Draft genome sequence of the extremely acidophilic bacterium Acidithiobacillus caldus ATCC 51756 reveals metabolic versatility in the Acidithiobacillus genus. J Bacteriol. 191(18):5877-8."
18783,"full_text","Zhang T, Shao MF, Fang HH. (2009). A qRT-PCR-based method for the measurement of rrn operon copy number. Lett Appl Microbiol.. 49(1):26-30."
18784,"full_text","Graber JR, Leadbetter JR, Breznak JA. (2004). Description of Treponema azotonutricium sp. nov. and Treponema primitia sp. nov., the first spirochetes isolated from termite guts. Appl Environ Microbiol. 70(3):1315-20."
18785,"full_text","Iyer PR, Geib SM, Catchmark J, Kao TH, Tien M. (2010). Genome Sequence of a Cellulose-Producing Bacterium, Gluconacetobacter hansenii ATCC 23769. J Bacteriol. 192(16):4256-7."
18786,"full_text","Méjean A, Mazmouz R, Mann S, Calteau A, Médigue C, Ploux O. (2010). The Genome Sequence of the Cyanobacterium Oscillatoria sp. PCC 6506 Reveals Several Gene Clusters Responsible for the Biosynthesis of Toxins and Secondary Metabolites. J Bacteriol. 192(19):5264-5."
18787,"full_text","Thrash JC, Cho JC, Ferriera S, Johnson J, Vergin KL, Giovannoni SJ. (2010). Genome Sequences of Pelagibaca bermudensis HTCC2601T and Maritimibacter alkaliphilus HTCC2654T, the Type Strains of Two Marine Roseobacter Genera. J Bacteriol. 192(20):5552."
18788,"full_text","Paul D, Austin FW, Arick T, Bridges SM, Burgess SC, Dandass YS, Lawrence ML. (2010). Genome Sequence of the Solvent-Producing Bacterium Clostridium carboxidivorans Strain P7T. J Bacteriol. 192(20):5554-5."
18789,"full_text","Wertz JT, Breznak JA. (2007). Stenoxybacter acetivorans gen. nov., sp. nov., an Acetate-Oxidizing Obligate Microaerophile among Diverse O2-Consuming Bacteria from Termite Guts. Appl Environ Microbiol. 73(21):6819-28."
18790,"full_text","Srivatsan A, Han Y, Peng J, Tehranchi AK, Gibbs R, Wang JD, Chen R. (2008). High-precision, whole-genome sequencing of laboratory strains facilitates genetic studies. PLoS Genet. 4(8):e1000139."
18791,"full_text"," Swingley WD, Hohmann-Marriott MF, Le Olson T, Blankenship RE (2005) Effect of iron on growth and ultrastructure of Acaryochloris marina. Appl Environ Microbiol 71: 8606-8610."
18792,"full_text"," Song B, Palleroni NJ, Haggblom MM (2000) Isolation and characterization of diverse halobenzoate-degrading denitrifying bacteria from soils and sediments. Appl Environ Microbiol 66: 3446-3453."
18793,"full_text"," Parke D, Garcia MA, Ornston LN (2001) Cloning and genetic characterization of dca genes required for beta-oxidation of straight-chain dicarboxylic acids in Acinetobacter sp. strain ADP1. Appl Environ Microbiol 67: 4817-4827."
18794,"full_text"," Fuller TE, Shea RJ, Thacker BJ, Mulks MH (1999) Identification of in vivo induced genes in Actinobacillus pleuropneumoniae. Microb Pathog 27: 311-327."
18795,"full_text"," Hudson JA (1993) Effect of Preincubation Temperature on the Lag Time of Aeromonas-Hydrophila. Letters in Applied Microbiology 16: 274-276."
18796,"full_text"," Robinson NP, Bell SD (2007) Extrachromosomal element capture and the evolution of multiple replication origins in archaeal chromosomes. Proc Natl Acad Sci U S A 104: 5806-5811."
18797,"full_text"," Bell CR (1990) Growth of Agrobacterium tumefaciens under octopine limitation in chemostats. Appl Environ Microbiol 56: 1775-1781."
18798,"full_text","Hara, A., S.h. Baik, K. Syutsubo, N. Misawa, T.H. Smits, et al. (2004) Cloning and functional analysis of alkB genes in Alcanivorax borkumensis SK2. Environmental microbiology. 6(3): p. 191-197."
18799,"full_text"," Haury JF, Spiller H (1981) Fructose uptake and influence on growth of and nitrogen fixation by Anabaena variabilis. J Bacteriol 147: 227-235."
18800,"full_text"," He Q, Sanford RA (2003) Characterization of Fe(III) reduction by chlororespiring Anaeromyxobacter dehalogenans. Appl Environ Microbiol 69: 2712-2718."
18801,"full_text"," Gale KR, Leatch G, DeVos AJ, Jorgensen WK (1996) Anaplasma marginale: effect of challenge of cattle with varying doses of infected erythrocytes. Int J Parasitol 26: 1417-1420."
18802,"full_text"," Wang X, Rikihisa Y, Lai TH, Kumagai Y, Zhi N, et al. (2004) Rapid sequential changeover of expressed p44 genes during the acute phase of Anaplasma phagocytophilum infection in horses. Infect Immun 72: 6852-6859."
18803,"full_text"," Guiral M, Tron P, Aubert C, Gloter A, Iobbi-Nivol C, et al. (2005) A membrane-bound multienzyme, hydrogen-oxidizing, and sulfur-reducing complex from the hyperthermophilic bacterium Aquifex aeolicus. J Biol Chem 280: 42004-42015."
18804,"full_text","Zellner, G., E. Stackebrandt, H. Kneifel, P. Messner, U.B. Sleytr, et al. (1989) Isolation and characterization of a thermophilic, sulfate reducing archaebacterium, Archaeoglobus-fulgidus strain-z. Systematic and Applied Microbiology. 11(2): p. 151-160."
18805,"full_text"," Hilton CL, Mackey BM, Hargreaves AJ, Forsythe SJ (2001) The recovery of Arcobacter butzleri NCTC 12481 from various temperature treatments. Journal of Applied Microbiology 91: 929-932."
18806,"full_text","Kniemeyer, O.J. Heider (2001) (S)-1-Phenylethanol dehydrogenase of Azoarcus sp strain EbN1, an enzyme of anaerobic ethylbenzene catabolism. Archives of Microbiology. 176(1-2): p. 129-135, DOI: 10.1007/s002030100303."
18807,"full_text","Tamplin, M.L., R. Phillips, T.A. Stewart, J.B. LuchanskyL.C. Kelley (2008) Behavior of Bacillus anthracis strains Sterne and Ames K0610 in sterile raw ground beef. Applied and Environmental Microbiology. 74(4): p. 1111-1116, DOI: 10.1128/aem.01292-07."
18808,"full_text","Wong, H.C.Y.L. Chen (1988) Effects of lactic-acid bacteria and organic-acids on growth and germination of Bacillus-cereus. Applied and Environmental Microbiology. 54(9): p. 2179-2184."
18809,"full_text"," Sturr MG, Guffanti AA, Krulwich TA (1994) Growth and bioenergetics of alkaliphilic Bacillus firmus OF4 in continuous culture at high pH. J Bacteriol 176: 3111-3116."
18810,"full_text"," van Dijk-Salkinoja MS, Planta RJ (1971) Rate of ribosome production in Bacillus licheniformis. J Bacteriol 105: 20-27."
18811,"full_text","Warth, A. (1978) Relationship between the heat resistance of spores and the optimum and maximum growth temperatures of Bacillus species. Journal of Bacteriology. 134(3): p. 699-705."
18812,"full_text"," Kashyap S, Amla DV (2007) Characterisation of Bacillus thuringiensis Kurstaki strains by toxicity, plasmid profiles and numerical analysis of their cryIA genes. African Journal of Biotechnology 6: 1821-1827."
18813,"full_text"," Mangels JI, Lindberg LH, Vosti KL (1978) Quantitative evaluation of three commercial blood culture media for growth of anaerobic organisms. J Clin Microbiol 7: 59-62."
18814,"full_text"," Anderson KL, Salyers AA (1989) Genetic evidence that outer membrane binding of starch is required for starch utilization by Bacteroides thetaiotaomicron. J Bacteriol 171: 3199-3204."
18815,"full_text"," Chenoweth MR, Somerville GA, Krause DC, O'Reilly KL, Gherardini FC (2004) Growth characteristics of Bartonella henselae in a novel liquid medium: primary isolation, growth-phase-dependent phage induction, and metabolic studies. Appl Environ Microbiol 70: 656-663."
18816,"full_text"," Huang KY (1967) Metabolic Activity of the Trench Fever Rickettsia, Rickettsia quintana. J Bacteriol 93: 853-859."
18817,"full_text"," Pritchard MA, Langley D, Rittenberg S (1975) Effects of methotrexate on intraperiplasmic and axenic growth of Bdellovibrio bacteriovorus. J Bacteriol 121: 1131-1136."
18818,"full_text"," Garro MS, Aguirre L, de Giori GS (2006) Biological activity of Bifidobacterium longum in response to environmental pH. Applied Microbiology and Biotechnology 70: 612-617."
18819,"full_text","Mart<ed>nez de Tejada, G., J.F. MillerP.A. Cotter (1996) Comparative analysis of the virulence control systems of Bordetella pertussis and Bordetella bronchiseptica. Molecular microbiology. 22(5): p. 895-908."
18820,"full_text"," De Silva AM, Fikrig E (1995) Growth and migration of Borrelia burgdorferi in Ixodes ticks during blood feeding. Am J Trop Med Hyg 53: 397-404."
18821,"full_text"," Lopez-Garcia SL, Vazquez TE, Favelukes G, Lodeiro AR (2001) Improved soybean root association of N-starved Bradyrhizobium japonicum. J Bacteriol 183: 7241-7252."
18822,"full_text","Jiang, X.C.L. Baldwin (1993) Effects of cytokines on intracellular growth of Brucella abortus. Infection and Immunity. 61(1): p. 124-134."
18823,"full_text"," Gallot-Lavallee T, Zygmunt MS, Cloeckaert A, Bezard G, Dubray G (1995) Growth phase-dependent variations in the outer membrane protein profile of Brucella melitensis. Res Microbiol 146: 227-236."
18824,"full_text"," Ekaza E, Guilloteau L, Teyssier J, Liautard JP, Kohler S (2000) Functional analysis of the ClpATPase ClpA of Brucella suis, and persistence of a knockout mutant in BALB/c mice. Microbiology 146: 1605-1616."
18825,"full_text","Baumann, L.P. Baumann (1994) Growth-kinetics of the endosymbiont Buchnera-aphidicola in the aphid Schizaphis-graminum. Applied and Environmental Microbiology. 60(9): p. 3440-3443."
18826,"full_text","Ribot, W.J.R.L. Ulrich (2006) The animal pathogen-like type III secretion system is required for the intracellular survival of Burkholderia mallei within J774.2 macrophages. Infection and Immunity. 74(7): p. 4349-4353, DOI: 10.1128/iai.01939-05."
18827,"full_text","Ngamdee, W., S. Tandhavanant, C. Wikraiphat, O. Reamtong, V. Wuthiekanun, et al. (2015) Competition between Burkholderia pseudomallei and B. thailandensis. Bmc Microbiology. 15, DOI: 10.1186/s12866-015-0395-7."
18828,"full_text"," Xue Y, Xu Y, Liu Y, Ma Y, Zhou P (2001) Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China. Int J Syst Evol Microbiol 51: 1335-1341."
18829,"full_text"," Itoh T, Suzuki K, Sanchez PC, Nakase T (1999) Caldivirga maquilingensis gen. nov., sp. nov., a new genus of rod-shaped crenarchaeote isolated from a hot spring in the Philippines. Int J Syst Bacteriol 49 Pt 3: 1157-1163."
18830,"full_text"," Rollins DM, Coolbaugh JC, Walker RI, Weiss E (1983) Biphasic culture system for rapid Campylobacter cultivation. Appl Environ Microbiol 45: 284-289."
18831,"full_text"," Holt JG (1984) Bergey's Manual of Systematic Bacteriology: Gram-negative Bacteria of general, medical, or industrial importance. 1. Baltimore: Williams & WilkinsHolt, J.G."
